ANIO,DOMINIO_G,COD_IDIOMA,ID_SEXO,EDAD,ID_ESTADO_CIVIL,COD_GRADO_ESTUDIOS,COD_CARRERA_UNI,NOM_DOMINIO_G,NOM_ESTADO_CIVIL,NOM_IDIOMA,NOM_GRADO_ESTUDIOS,NOM_CARRERA_UNI,SEXO
2012,6,4,1,19,6,9,342056,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Contabilidad,Hombre
2012,6,1,2,20,6,9,332356,Sierra Sur,Soltero,Quechua,Superior Universitaria Incompleta,"Turismo, Hotelería y Gastronomía",Mujer
2012,6,4,1,47,6,10,531016,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Ingeniería Civil,Hombre
2012,6,4,2,40,6,10,342056,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Contabilidad,Mujer
2012,6,4,1,69,2,10,331036,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Administración de Empresas,Hombre
2012,6,4,2,65,2,10,112016,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Educación Primaria,Mujer
2012,6,4,1,56,2,11,321036,Sierra Sur,Casado,Castellano,Maestria/doctorado,Ciencias de la Comunicación Social   2/,Hombre
2012,6,4,1,23,6,9,331046,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Administración de Negocios,Hombre
2012,6,4,1,18,6,9,351016,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Derecho,Hombre
2012,6,4,2,35,6,10,121016,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Educación Secundaria,Mujer
2012,6,4,1,45,2,11,351016,Sierra Sur,Casado,Castellano,Maestria/doctorado,Derecho,Hombre
2012,6,4,1,38,2,11,341026,Sierra Sur,Casado,Castellano,Maestria/doctorado,Economía,Hombre
2012,6,4,2,44,6,11,224036,Sierra Sur,Soltero,Castellano,Maestria/doctorado,Música,Mujer
2012,6,4,1,47,2,10,521046,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Ingeniería Industrial,Hombre
2012,6,4,2,39,2,9,351016,Sierra Sur,Casado,Castellano,Superior Universitaria Incompleta,Derecho,Mujer
2012,6,4,1,52,5,9,331036,Sierra Sur,Separado,Castellano,Superior Universitaria Incompleta,Administración de Empresas,Hombre
2012,6,4,1,66,2,11,311016,Sierra Sur,Casado,Castellano,Maestria/doctorado,Sociología,Hombre
2012,6,4,2,91,3,10,112016,Sierra Sur,Viudo,Castellano,Superior Universitaria Completa,Educación Primaria,Mujer
2012,6,4,1,28,6,10,221016,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Artes  1/,Hombre
2012,6,4,2,60,1,10,341026,Sierra Sur,Conviviente,Castellano,Superior Universitaria Completa,Economía,Mujer
2012,6,4,1,70,1,10,351016,Sierra Sur,Conviviente,Castellano,Superior Universitaria Completa,Derecho,Hombre
2012,6,4,1,33,6,10,422026,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Ingeniería Química,Hombre
2012,6,4,1,56,2,11,342056,Sierra Sur,Casado,Castellano,Maestria/doctorado,Contabilidad,Hombre
2012,6,4,2,57,2,10,341026,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Economía,Mujer
2012,6,4,2,27,6,10,335026,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Administración de Negocios Internacionales   1/,Mujer
2012,6,4,2,30,6,10,411076,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Ciencias Biológicas,Mujer
2012,6,4,1,22,6,9,441016,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Ciencias de la Computación,Hombre
2012,6,4,1,28,6,9,522036,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería de Industrias Alimentarias    2/,Hombre
2012,6,4,1,28,6,9,112016,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Educación Primaria,Hombre
2012,3,4,1,44,6,9,521046,Costa Sur,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería Industrial,Hombre
2012,3,4,1,37,6,10,331036,Costa Sur,Soltero,Castellano,Superior Universitaria Completa,Administración de Empresas,Hombre
2012,3,4,2,20,6,9,351016,Costa Sur,Soltero,Castellano,Superior Universitaria Incompleta,Derecho,Mujer
2012,3,4,2,66,2,10,121016,Costa Sur,Casado,Castellano,Superior Universitaria Completa,Educación Secundaria,Mujer
2012,3,4,2,25,2,10,111026,Costa Sur,Casado,Castellano,Superior Universitaria Completa,Educación Inicial,Mujer
2012,5,4,2,53,5,10,112016,Sierra Centro,Separado,Castellano,Superior Universitaria Completa,Educación Primaria,Mujer
2012,5,4,1,25,6,9,999999,Sierra Centro,Soltero,Castellano,Superior Universitaria Incompleta,,Hombre
2012,5,4,2,36,6,10,351016,Sierra Centro,Soltero,Castellano,Superior Universitaria Completa,Derecho,Mujer
2012,5,4,2,26,6,10,411016,Sierra Centro,Soltero,Castellano,Superior Universitaria Completa,Biología,Mujer
2012,5,4,2,33,5,9,341076,Sierra Centro,Separado,Castellano,Superior Universitaria Incompleta,Economía y Finanzas,Mujer
2012,5,1,2,26,6,9,714016,Sierra Centro,Soltero,Quechua,Superior Universitaria Incompleta,Enfermería,Mujer
2012,5,4,2,23,6,10,312036,Sierra Centro,Soltero,Castellano,Superior Universitaria Completa,Trabajo Social,Mujer
2012,5,4,1,20,6,9,531016,Sierra Centro,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería Civil,Hombre
2012,5,1,1,27,6,9,351056,Sierra Centro,Soltero,Quechua,Superior Universitaria Incompleta,Derecho y Ciencias Políticas   1/,Hombre
2012,5,4,1,31,1,9,121016,Sierra Centro,Conviviente,Castellano,Superior Universitaria Incompleta,Educación Secundaria,Hombre
2012,5,4,2,19,6,9,342056,Sierra Centro,Soltero,Castellano,Superior Universitaria Incompleta,Contabilidad,Mujer
2012,5,4,2,29,1,9,331036,Sierra Centro,Conviviente,Castellano,Superior Universitaria Incompleta,Administración de Empresas,Mujer
2012,5,1,2,27,6,10,112016,Sierra Centro,Soltero,Quechua,Superior Universitaria Completa,Educación Primaria,Mujer
2012,5,4,2,25,6,9,711026,Sierra Centro,Soltero,Castellano,Superior Universitaria Incompleta,Medicina Humana,Mujer
2012,5,4,2,20,6,9,527056,Sierra Centro,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería Metalúrgica    1/,Mujer
2012,5,4,1,37,6,11,112016,Sierra Centro,Soltero,Castellano,Maestria/doctorado,Educación Primaria,Hombre
2012,5,4,1,35,6,11,351056,Sierra Centro,Soltero,Castellano,Maestria/doctorado,Derecho y Ciencias Políticas   1/,Hombre
2012,5,4,2,22,6,9,411016,Sierra Centro,Soltero,Castellano,Superior Universitaria Incompleta,Biología,Mujer
2012,5,1,1,27,6,9,312036,Sierra Centro,Soltero,Quechua,Superior Universitaria Incompleta,Trabajo Social,Hombre
2012,5,1,1,25,6,9,621016,Sierra Centro,Soltero,Quechua,Superior Universitaria Incompleta,Medicina Veterinaria,Hombre
2012,5,1,1,21,6,9,351056,Sierra Centro,Soltero,Quechua,Superior Universitaria Incompleta,Derecho y Ciencias Políticas   1/,Hombre
2012,4,4,1,32,2,11,199996,Sierra Norte,Casado,Castellano,Maestria/doctorado,Otras Carreras de Educación,Hombre
2012,4,4,1,86,2,10,112016,Sierra Norte,Casado,Castellano,Superior Universitaria Completa,Educación Primaria,Hombre
2012,4,4,2,83,2,10,112016,Sierra Norte,Casado,Castellano,Superior Universitaria Completa,Educación Primaria,Mujer
2012,4,4,1,58,5,10,621016,Sierra Norte,Separado,Castellano,Superior Universitaria Completa,Medicina Veterinaria,Hombre
2012,4,4,1,17,6,9,511026,Sierra Norte,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería de Sistemas,Hombre
2012,4,4,2,48,4,11,313016,Sierra Norte,Divorciado,Castellano,Maestria/doctorado,Psicología,Mujer
2012,1,4,2,70,2,10,112016,Costa Norte,Casado,Castellano,Superior Universitaria Completa,Educación Primaria,Mujer
2012,4,4,2,50,2,11,112016,Sierra Norte,Casado,Castellano,Maestria/doctorado,Educación Primaria,Mujer
2012,4,4,1,24,6,10,342056,Sierra Norte,Soltero,Castellano,Superior Universitaria Completa,Contabilidad,Hombre
2012,4,4,2,21,6,9,331036,Sierra Norte,Soltero,Castellano,Superior Universitaria Incompleta,Administración de Empresas,Mujer
2012,4,4,1,50,2,10,121016,Sierra Norte,Casado,Castellano,Superior Universitaria Completa,Educación Secundaria,Hombre
2012,4,4,2,43,2,11,111026,Sierra Norte,Casado,Castellano,Maestria/doctorado,Educación Inicial,Mujer
2012,4,4,1,22,6,9,412026,Sierra Norte,Soltero,Castellano,Superior Universitaria Incompleta,Zootecnia,Hombre
2012,4,4,1,54,2,10,121016,Sierra Norte,Casado,Castellano,Superior Universitaria Completa,Educación Secundaria,Hombre
2012,4,4,1,20,6,9,313016,Sierra Norte,Soltero,Castellano,Superior Universitaria Incompleta,Psicología,Hombre
2012,4,4,1,27,6,11,112016,Sierra Norte,Soltero,Castellano,Maestria/doctorado,Educación Primaria,Hombre
2012,4,4,2,30,6,11,111026,Sierra Norte,Soltero,Castellano,Maestria/doctorado,Educación Inicial,Mujer
2012,7,4,1,74,3,10,121016,Selva,Viudo,Castellano,Superior Universitaria Completa,Educación Secundaria,Hombre
2012,7,4,1,38,6,10,351016,Selva,Soltero,Castellano,Superior Universitaria Completa,Derecho,Hombre
2012,7,4,2,26,6,11,121016,Selva,Soltero,Castellano,Maestria/doctorado,Educación Secundaria,Mujer
2012,7,4,2,26,6,11,121016,Selva,Soltero,Castellano,Maestria/doctorado,Educación Secundaria,Mujer
2012,7,4,1,21,6,9,531016,Selva,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería Civil,Hombre
2012,7,4,1,18,6,9,121016,Selva,Soltero,Castellano,Superior Universitaria Incompleta,Educación Secundaria,Hombre
2012,7,4,2,27,1,9,121016,Selva,Conviviente,Castellano,Superior Universitaria Incompleta,Educación Secundaria,Mujer
2012,6,4,1,20,6,9,525016,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería Electrónica,Hombre
2012,6,4,1,46,1,10,351016,Sierra Sur,Conviviente,Castellano,Superior Universitaria Completa,Derecho,Hombre
2012,6,4,2,50,1,10,321026,Sierra Sur,Conviviente,Castellano,Superior Universitaria Completa,Ciencias de la Comunicación,Mujer
2012,6,4,2,68,3,10,121016,Sierra Sur,Viudo,Castellano,Superior Universitaria Completa,Educación Secundaria,Mujer
2012,6,2,1,74,2,9,711026,Sierra Sur,Casado,Aimara,Superior Universitaria Incompleta,Medicina Humana,Hombre
2012,6,4,2,25,6,9,351056,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Derecho y Ciencias Políticas   1/,Mujer
2012,6,1,2,42,5,10,121016,Sierra Sur,Separado,Quechua,Superior Universitaria Completa,Educación Secundaria,Mujer
2012,6,4,2,68,3,10,321026,Sierra Sur,Viudo,Castellano,Superior Universitaria Completa,Ciencias de la Comunicación,Mujer
2012,6,4,1,44,2,11,531016,Sierra Sur,Casado,Castellano,Maestria/doctorado,Ingeniería Civil,Hombre
2012,6,4,2,43,2,10,111026,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Educación Inicial,Mujer
2012,6,4,1,59,2,10,611016,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Agronomía,Hombre
2012,6,4,1,25,6,10,511026,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Ingeniería de Sistemas,Hombre
2012,6,4,2,23,6,10,121016,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Educación Secundaria,Mujer
2012,6,4,1,51,1,10,342056,Sierra Sur,Conviviente,Castellano,Superior Universitaria Completa,Contabilidad,Hombre
2012,6,4,1,28,6,9,335016,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Administración de Negocios Globales,Hombre
2012,6,4,1,50,2,9,342056,Sierra Sur,Casado,Castellano,Superior Universitaria Incompleta,Contabilidad,Hombre
2012,6,1,2,50,2,9,342056,Sierra Sur,Casado,Quechua,Superior Universitaria Incompleta,Contabilidad,Mujer
2012,6,4,2,26,6,10,112016,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Educación Primaria,Mujer
2012,6,4,2,48,2,10,321026,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Ciencias de la Comunicación,Mujer
2012,6,4,2,23,6,9,511056,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería de Sistemas e Informática   1/,Mujer
2012,6,4,2,19,6,9,331036,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Administración de Empresas,Mujer
2012,6,1,1,36,3,9,351016,Sierra Sur,Viudo,Quechua,Superior Universitaria Incompleta,Derecho,Hombre
2012,6,1,1,56,5,10,351016,Sierra Sur,Separado,Quechua,Superior Universitaria Completa,Derecho,Hombre
2012,6,4,1,42,3,9,342056,Sierra Sur,Viudo,Castellano,Superior Universitaria Incompleta,Contabilidad,Hombre
2012,6,1,1,40,2,10,112016,Sierra Sur,Casado,Quechua,Superior Universitaria Completa,Educación Primaria,Hombre
2012,7,4,1,24,6,9,511026,Selva,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería de Sistemas,Hombre
2012,7,4,1,37,1,9,112016,Selva,Conviviente,Castellano,Superior Universitaria Incompleta,Educación Primaria,Hombre
2012,5,4,1,33,1,9,531016,Sierra Centro,Conviviente,Castellano,Superior Universitaria Incompleta,Ingeniería Civil,Hombre
2012,5,4,2,33,1,10,714016,Sierra Centro,Conviviente,Castellano,Superior Universitaria Completa,Enfermería,Mujer
2012,5,4,2,30,5,9,111026,Sierra Centro,Separado,Castellano,Superior Universitaria Incompleta,Educación Inicial,Mujer
2012,5,1,1,33,6,9,714016,Sierra Centro,Soltero,Quechua,Superior Universitaria Incompleta,Enfermería,Hombre
2012,5,4,1,46,2,10,351056,Sierra Centro,Casado,Castellano,Superior Universitaria Completa,Derecho y Ciencias Políticas   1/,Hombre
2012,5,4,2,46,2,10,121016,Sierra Centro,Casado,Castellano,Superior Universitaria Completa,Educación Secundaria,Mujer
2012,5,4,1,19,6,9,526076,Sierra Centro,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería Mecatrónica,Hombre
2012,5,4,1,39,2,10,112016,Sierra Centro,Casado,Castellano,Superior Universitaria Completa,Educación Primaria,Hombre
2012,5,4,1,18,6,9,342056,Sierra Centro,Soltero,Castellano,Superior Universitaria Incompleta,Contabilidad,Hombre
2012,5,4,2,18,6,9,531016,Sierra Centro,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería Civil,Mujer
2012,5,4,1,37,5,11,351056,Sierra Centro,Separado,Castellano,Maestria/doctorado,Derecho y Ciencias Políticas   1/,Hombre
2012,5,1,1,76,3,10,342056,Sierra Centro,Viudo,Quechua,Superior Universitaria Completa,Contabilidad,Hombre
2012,5,4,2,23,6,10,342056,Sierra Centro,Soltero,Castellano,Superior Universitaria Completa,Contabilidad,Mujer
2012,5,4,2,18,6,9,531016,Sierra Centro,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería Civil,Mujer
2012,5,4,1,28,6,10,112016,Sierra Centro,Soltero,Castellano,Superior Universitaria Completa,Educación Primaria,Hombre
2012,5,4,1,58,2,9,342056,Sierra Centro,Casado,Castellano,Superior Universitaria Incompleta,Contabilidad,Hombre
2012,5,4,2,53,2,11,121016,Sierra Centro,Casado,Castellano,Maestria/doctorado,Educación Secundaria,Mujer
2012,5,4,2,27,6,10,521046,Sierra Centro,Soltero,Castellano,Superior Universitaria Completa,Ingeniería Industrial,Mujer
2012,5,4,2,24,6,10,511026,Sierra Centro,Soltero,Castellano,Superior Universitaria Completa,Ingeniería de Sistemas,Mujer
2012,5,4,1,40,2,11,531016,Sierra Centro,Casado,Castellano,Maestria/doctorado,Ingeniería Civil,Hombre
2012,5,4,2,49,2,10,121016,Sierra Centro,Casado,Castellano,Superior Universitaria Completa,Educación Secundaria,Mujer
2012,5,4,2,36,6,10,112016,Sierra Centro,Soltero,Castellano,Superior Universitaria Completa,Educación Primaria,Mujer
2012,5,4,2,31,2,10,611016,Sierra Centro,Casado,Castellano,Superior Universitaria Completa,Agronomía,Mujer
2012,5,4,1,61,2,9,342056,Sierra Centro,Casado,Castellano,Superior Universitaria Incompleta,Contabilidad,Hombre
2012,5,4,2,60,2,11,714016,Sierra Centro,Casado,Castellano,Maestria/doctorado,Enfermería,Mujer
2012,5,4,1,31,6,10,511056,Sierra Centro,Soltero,Castellano,Superior Universitaria Completa,Ingeniería de Sistemas e Informática   1/,Hombre
2012,5,4,1,37,1,10,112016,Sierra Centro,Conviviente,Castellano,Superior Universitaria Completa,Educación Primaria,Hombre
2012,5,4,2,41,1,11,112016,Sierra Centro,Conviviente,Castellano,Maestria/doctorado,Educación Primaria,Mujer
2012,5,4,1,22,6,9,341026,Sierra Centro,Soltero,Castellano,Superior Universitaria Incompleta,Economía,Hombre
2012,5,4,1,33,2,10,351056,Sierra Centro,Casado,Castellano,Superior Universitaria Completa,Derecho y Ciencias Políticas   1/,Hombre
2012,5,4,2,36,2,10,112016,Sierra Centro,Casado,Castellano,Superior Universitaria Completa,Educación Primaria,Mujer
2012,5,4,1,44,2,9,342056,Sierra Centro,Casado,Castellano,Superior Universitaria Incompleta,Contabilidad,Hombre
2012,5,4,2,41,2,11,717016,Sierra Centro,Casado,Castellano,Maestria/doctorado,Obstetricia,Mujer
2012,5,4,1,64,2,10,351056,Sierra Centro,Casado,Castellano,Superior Universitaria Completa,Derecho y Ciencias Políticas   1/,Hombre
2012,5,4,2,28,6,10,351056,Sierra Centro,Soltero,Castellano,Superior Universitaria Completa,Derecho y Ciencias Políticas   1/,Mujer
2012,5,4,2,50,2,9,112016,Sierra Centro,Casado,Castellano,Superior Universitaria Incompleta,Educación Primaria,Mujer
2012,5,4,2,21,1,9,523026,Sierra Centro,Conviviente,Castellano,Superior Universitaria Incompleta,Ingeniería Agroindustrial,Mujer
2012,5,4,1,24,6,10,112016,Sierra Centro,Soltero,Castellano,Superior Universitaria Completa,Educación Primaria,Hombre
2012,5,4,2,40,2,11,112016,Sierra Centro,Casado,Castellano,Maestria/doctorado,Educación Primaria,Mujer
2012,5,4,2,24,6,9,331036,Sierra Centro,Soltero,Castellano,Superior Universitaria Incompleta,Administración de Empresas,Mujer
2012,7,4,2,23,1,9,714016,Selva,Conviviente,Castellano,Superior Universitaria Incompleta,Enfermería,Mujer
2012,7,4,1,23,6,9,342056,Selva,Soltero,Castellano,Superior Universitaria Incompleta,Contabilidad,Hombre
2012,7,4,2,20,6,9,612056,Selva,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería Forestal,Mujer
2012,7,4,2,21,6,9,714016,Selva,Soltero,Castellano,Superior Universitaria Incompleta,Enfermería,Mujer
2012,7,4,2,36,2,10,111016,Selva,Casado,Castellano,Superior Universitaria Completa,"Educación Básica, Inicial y Primaria",Mujer
2012,2,4,2,22,6,10,321026,Costa Centro,Soltero,Castellano,Superior Universitaria Completa,Ciencias de la Comunicación,Mujer
2012,2,4,2,67,3,10,342056,Costa Centro,Viudo,Castellano,Superior Universitaria Completa,Contabilidad,Mujer
2012,2,4,2,28,6,10,199016,Costa Centro,Soltero,Castellano,Superior Universitaria Completa,Educación 1/,Mujer
2012,2,4,2,32,6,10,121016,Costa Centro,Soltero,Castellano,Superior Universitaria Completa,Educación Secundaria,Mujer
2012,2,4,1,38,2,9,611136,Costa Centro,Casado,Castellano,Superior Universitaria Incompleta,Ingeniería Agropecuaria,Hombre
2012,2,1,2,35,2,10,199016,Costa Centro,Casado,Quechua,Superior Universitaria Completa,Educación 1/,Mujer
2012,2,4,1,23,6,9,351056,Costa Centro,Soltero,Castellano,Superior Universitaria Incompleta,Derecho y Ciencias Políticas   1/,Hombre
2012,2,4,1,63,2,11,341026,Costa Centro,Casado,Castellano,Maestria/doctorado,Economía,Hombre
2012,2,4,2,61,2,10,342056,Costa Centro,Casado,Castellano,Superior Universitaria Completa,Contabilidad,Mujer
2012,2,4,1,25,6,10,511026,Costa Centro,Soltero,Castellano,Superior Universitaria Completa,Ingeniería de Sistemas,Hombre
2012,2,4,2,21,6,9,342056,Costa Centro,Soltero,Castellano,Superior Universitaria Incompleta,Contabilidad,Mujer
2012,2,4,2,36,6,11,199016,Costa Centro,Soltero,Castellano,Maestria/doctorado,Educación 1/,Mujer
2012,2,4,1,36,2,10,526036,Costa Centro,Casado,Castellano,Superior Universitaria Completa,Ingeniería Mecánica,Hombre
2012,2,4,2,30,2,10,342056,Costa Centro,Casado,Castellano,Superior Universitaria Completa,Contabilidad,Mujer
2012,2,4,1,70,1,10,342056,Costa Centro,Conviviente,Castellano,Superior Universitaria Completa,Contabilidad,Hombre
2012,2,4,1,60,2,10,711026,Costa Centro,Casado,Castellano,Superior Universitaria Completa,Medicina Humana,Hombre
2012,2,4,2,50,2,9,341026,Costa Centro,Casado,Castellano,Superior Universitaria Incompleta,Economía,Mujer
2012,2,4,2,18,6,9,332276,Costa Centro,Soltero,Castellano,Superior Universitaria Incompleta,Turismo,Mujer
2012,2,4,1,28,6,10,199016,Costa Centro,Soltero,Castellano,Superior Universitaria Completa,Educación 1/,Hombre
2012,2,4,2,26,6,10,199016,Costa Centro,Soltero,Castellano,Superior Universitaria Completa,Educación 1/,Mujer
2012,2,4,1,20,6,9,351056,Costa Centro,Soltero,Castellano,Superior Universitaria Incompleta,Derecho y Ciencias Políticas   1/,Hombre
2012,2,4,1,22,6,9,594056,Costa Centro,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería Ambiental,Hombre
2012,2,4,1,47,2,10,713026,Costa Centro,Casado,Castellano,Superior Universitaria Completa,Odontología,Hombre
2012,2,4,2,45,2,10,713026,Costa Centro,Casado,Castellano,Superior Universitaria Completa,Odontología,Mujer
2012,2,4,1,22,6,9,715056,Costa Centro,Soltero,Castellano,Superior Universitaria Incompleta,Tecnología Médica,Hombre
2012,2,4,2,53,5,10,199016,Costa Centro,Separado,Castellano,Superior Universitaria Completa,Educación 1/,Mujer
2012,2,4,1,46,5,9,422026,Costa Centro,Separado,Castellano,Superior Universitaria Incompleta,Ingeniería Química,Hombre
2012,2,4,1,51,2,9,342056,Costa Centro,Casado,Castellano,Superior Universitaria Incompleta,Contabilidad,Hombre
2012,2,4,2,21,6,9,341026,Costa Centro,Soltero,Castellano,Superior Universitaria Incompleta,Economía,Mujer
2012,2,4,2,19,6,9,411076,Costa Centro,Soltero,Castellano,Superior Universitaria Incompleta,Ciencias Biológicas,Mujer
2012,2,4,1,61,2,10,342056,Costa Centro,Casado,Castellano,Superior Universitaria Completa,Contabilidad,Hombre
2012,2,4,2,59,2,10,351056,Costa Centro,Casado,Castellano,Superior Universitaria Completa,Derecho y Ciencias Políticas   1/,Mujer
2012,2,4,1,58,2,10,716026,Costa Centro,Casado,Castellano,Superior Universitaria Completa,Farmacia y Bioquímica,Hombre
2012,2,4,2,31,2,10,121016,Costa Centro,Casado,Castellano,Superior Universitaria Completa,Educación Secundaria,Mujer
2012,2,4,1,35,2,10,121016,Costa Centro,Casado,Castellano,Superior Universitaria Completa,Educación Secundaria,Hombre
2012,2,4,1,61,2,10,342056,Costa Centro,Casado,Castellano,Superior Universitaria Completa,Contabilidad,Hombre
2012,2,4,2,54,2,10,331016,Costa Centro,Casado,Castellano,Superior Universitaria Completa,Administración,Mujer
2012,2,4,1,69,2,9,331016,Costa Centro,Casado,Castellano,Superior Universitaria Incompleta,Administración,Hombre
2012,2,4,2,67,2,10,199016,Costa Centro,Casado,Castellano,Superior Universitaria Completa,Educación 1/,Mujer
2012,2,1,1,50,2,10,611016,Costa Centro,Casado,Quechua,Superior Universitaria Completa,Agronomía,Hombre
