ANIO,NOM_DOMINIO_G,NOM_IDIOMA,SEXO,EDAD,NOM_ESTADO_CIVIL,NOM_GRADO_ESTUDIOS,COD_CARRERA_UNI,COD_CENTRO_ESTUDIOS,COD_DEPARTAMENTO,NOM_CARRERA_UNI,NOM_CENTRO_ESTUDIOS,NOM_DEPARTAMENTO
2016,sierra centro,castellano,hombre,20,soltero(a),superior universitaria incompleta,331016,260000052,13,Administración,Universidad Particular César Vallejo,La Libertad
2016,sierra centro,quechua,hombre,68,casado(a),superior universitaria completa,161106,160000025,15,Fuerza Motriz,Universidad Nacional de Educación E.G.V.,Lima
2016,sierra sur,quechua,mujer,33,soltero(a),superior universitaria incompleta,313016,260000059,15,Psicología,Universidad Alas Peruanas,Lima
2016,sierra sur,castellano,mujer,21,soltero(a),superior universitaria incompleta,511026,260000040,3,Ingeniería de Sistemas,Universidad Tecnológica de los Andes,Apurímac
2016,sierra sur,quechua,hombre,23,soltero(a),superior universitaria incompleta,511026,160000089,3,Ingeniería de Sistemas,"Universidad Nacional ""José María Arguedas""",Apurímac
2016,sierra sur,castellano,mujer,64,casado(a),superior universitaria completa,342056,160000005,4,Contabilidad,Universidad Nacional de San Agustín,Arequipa
2016,sierra sur,castellano,hombre,26,soltero(a),superior universitaria incompleta,526076,260000015,4,Ingeniería Mecatrónica,Universidad Católica de Santa María,Arequipa
2016,sierra sur,castellano,mujer,23,conviviente,superior universitaria completa,522036,160000005,4,Ingeniería de Industrias Alimentarias    2/,Universidad Nacional de San Agustín,Arequipa
2016,sierra sur,castellano,hombre,33,soltero(a),post-grado universitario,351016,160000005,4,Derecho,Universidad Nacional de San Agustín,Arequipa
2016,sierra sur,aymará,hombre,62,casado(a),superior universitaria completa,121106,160000005,4,Educación Secundaria - Ciencias Histórico Sociales,Universidad Nacional de San Agustín,Arequipa
2016,sierra sur,castellano,mujer,37,casado(a),superior universitaria completa,351016,260000059,15,Derecho,Universidad Alas Peruanas,Lima
2016,sierra sur,castellano,mujer,70,separado(a),superior universitaria incompleta,714016,160000005,4,Enfermería,Universidad Nacional de San Agustín,Arequipa
2016,sierra sur,castellano,hombre,27,soltero(a),superior universitaria completa,342056,160000005,4,Contabilidad,Universidad Nacional de San Agustín,Arequipa
2016,sierra sur,castellano,mujer,33,soltero(a),post-grado universitario,313016,160000005,4,Psicología,Universidad Nacional de San Agustín,Arequipa
2016,sierra sur,castellano,mujer,52,divorciado(a),superior universitaria completa,111026,260000043,23,Educación Inicial,Universidad P. de Tacna,Tacna
2016,sierra sur,castellano,hombre,39,soltero(a),superior universitaria incompleta,524026,160000005,4,Ingeniería Eléctrica,Universidad Nacional de San Agustín,Arequipa
2016,sierra sur,castellano,hombre,35,soltero(a),superior universitaria completa,411016,160000005,4,Biología,Universidad Nacional de San Agustín,Arequipa
2016,sierra sur,castellano,hombre,21,soltero(a),superior universitaria incompleta,331036,260000065,15,Administración de Empresas,Universidad Tecnológica del Perú,Lima
2016,sierra sur,castellano,mujer,32,conviviente,superior universitaria completa,714016,160000005,4,Enfermería,Universidad Nacional de San Agustín,Arequipa
2016,sierra sur,castellano,hombre,35,conviviente,superior universitaria completa,527016,160000006,15,Ingeniería de Minas,Universidad Nacional de Ingeniería,Lima
2016,sierra sur,castellano,hombre,28,separado(a),superior universitaria completa,611016,160000005,4,Agronomía,Universidad Nacional de San Agustín,Arequipa
2016,sierra sur,castellano,mujer,64,casado(a),superior universitaria completa,112016,160000005,4,Educación Primaria,Universidad Nacional de San Agustín,Arequipa
2016,sierra sur,castellano,mujer,30,casado(a),superior universitaria completa,131016,160000005,4,Educación Física,Universidad Nacional de San Agustín,Arequipa
2016,sierra sur,castellano,hombre,38,casado(a),superior universitaria completa,131016,160000005,4,Educación Física,Universidad Nacional de San Agustín,Arequipa
2016,sierra sur,castellano,hombre,51,separado(a),superior universitaria completa,121446,160000005,4,Educación Secundaria - Lingüística y Literatura,Universidad Nacional de San Agustín,Arequipa
2016,sierra sur,castellano,mujer,28,soltero(a),post-grado universitario,351016,160000005,4,Derecho,Universidad Nacional de San Agustín,Arequipa
2016,sierra sur,castellano,mujer,30,casado(a),superior universitaria completa,331016,160000005,4,Administración,Universidad Nacional de San Agustín,Arequipa
2016,sierra sur,castellano,hombre,29,casado(a),superior universitaria incompleta,531016,260000059,15,Ingeniería Civil,Universidad Alas Peruanas,Lima
2016,sierra sur,aymará,hombre,49,casado(a),superior universitaria incompleta,342056,160000012,21,Contabilidad,Universidad Nacional del Altiplano,Puno
2016,sierra sur,castellano,mujer,23,soltero(a),superior universitaria incompleta,342056,260000065,15,Contabilidad,Universidad Tecnológica del Perú,Lima
2016,sierra sur,castellano,mujer,21,soltero(a),superior universitaria incompleta,521046,260000065,15,Ingeniería Industrial,Universidad Tecnológica del Perú,Lima
2016,sierra norte,castellano,hombre,30,casado(a),superior universitaria completa,331036,260000055,13,Administración de Empresas,Universidad Particular del Norte,La Libertad
2016,sierra norte,castellano,mujer,30,casado(a),superior universitaria completa,714016,160000031,14,Enfermería,Universidad Nacional Pedro Ruíz Gallo,Lambayeque
2016,sierra norte,castellano,hombre,56,casado(a),superior universitaria completa,531016,160000016,6,Ingeniería Civil,Universidad Nacional de Cajamarca,Cajamarca
2016,sierra norte,castellano,mujer,28,soltero(a),superior universitaria completa,341026,160000016,6,Economía,Universidad Nacional de Cajamarca,Cajamarca
2016,sierra norte,castellano,mujer,18,soltero(a),superior universitaria incompleta,351016,160000016,6,Derecho,Universidad Nacional de Cajamarca,Cajamarca
2016,sierra norte,castellano,hombre,21,soltero(a),superior universitaria incompleta,341026,160000016,6,Economía,Universidad Nacional de Cajamarca,Cajamarca
2016,sierra norte,castellano,hombre,22,soltero(a),superior universitaria incompleta,594056,160000016,6,Ingeniería Ambiental,Universidad Nacional de Cajamarca,Cajamarca
2016,selva,castellano,mujer,28,soltero(a),superior universitaria completa,112016,160000031,14,Educación Primaria,Universidad Nacional Pedro Ruíz Gallo,Lambayeque
2016,selva,castellano,mujer,49,casado(a),post-grado universitario,121166,160000031,14,Educación Secundaria - Ciencias Sociales - Filosofía,Universidad Nacional Pedro Ruíz Gallo,Lambayeque
2016,selva,castellano,mujer,24,soltero(a),superior universitaria incompleta,411076,160000004,13,Ciencias Biológicas,Universidad Nacional de Trujillo,La Libertad
2016,selva,castellano,mujer,20,soltero(a),superior universitaria incompleta,351016,260000046,13,Derecho,Universidad P. Antenor Orrego,La Libertad
2016,selva,castellano,hombre,59,casado(a),superior universitaria completa,112016,160000031,14,Educación Primaria,Universidad Nacional Pedro Ruíz Gallo,Lambayeque
2016,sierra sur,castellano,hombre,54,casado(a),superior universitaria incompleta,342056,160000003,8,Contabilidad,Universidad Nacional de San Antonio Abad del Cusco,Cusco
2016,sierra sur,castellano,hombre,27,soltero(a),superior universitaria incompleta,342056,260000083,15,Contabilidad,Universidad Particular Telesup S.A.C.,Lima
2016,sierra sur,quechua,mujer,23,soltero(a),superior universitaria completa,121106,160000003,8,Educación Secundaria - Ciencias Histórico Sociales,Universidad Nacional de San Antonio Abad del Cusco,Cusco
2016,sierra sur,castellano,hombre,24,soltero(a),superior universitaria incompleta,211036,160000003,8,Arqueología,Universidad Nacional de San Antonio Abad del Cusco,Cusco
2016,sierra sur,castellano,mujer,44,casado(a),superior universitaria incompleta,351016,260000024,15,Derecho,Universidad Inca Garcilaso de la Vega,Lima
2016,sierra sur,castellano,mujer,25,soltero(a),superior universitaria completa,332276,260000039,8,Turismo,Universidad Andina del Cusco,Cusco
2016,sierra sur,quechua,hombre,87,casado(a),superior universitaria completa,151016,160000088,15,Educación Artística,Universidad Nacional Tecnológica del Cono Sur de Lima,Lima
2016,sierra sur,quechua,hombre,57,separado(a),superior universitaria completa,121496,160000003,8,"Educación Secundaria - Matemática, Física e Informática",Universidad Nacional de San Antonio Abad del Cusco,Cusco
2016,sierra sur,castellano,mujer,26,soltero(a),superior universitaria incompleta,332276,160000003,8,Turismo,Universidad Nacional de San Antonio Abad del Cusco,Cusco
2016,sierra sur,castellano,mujer,46,soltero(a),superior universitaria completa,151016,171061894,8,Educación Artística,Educación Superior Artística - ESFA Bellas Artes Diego Quispe Ttito - Calca,Cusco
2016,selva,quechua,mujer,57,soltero(a),superior universitaria incompleta,342056,160000003,8,Contabilidad,Universidad Nacional de San Antonio Abad del Cusco,Cusco
2016,selva,castellano,mujer,23,soltero(a),superior universitaria incompleta,342056,260000039,8,Contabilidad,Universidad Andina del Cusco,Cusco
2016,selva,quechua,hombre,58,casado(a),superior universitaria incompleta,351016,260000039,8,Derecho,Universidad Andina del Cusco,Cusco
2016,selva,castellano,mujer,25,soltero(a),superior universitaria completa,351016,260000039,8,Derecho,Universidad Andina del Cusco,Cusco
2016,selva,castellano,mujer,35,soltero(a),superior universitaria completa,714016,260000039,8,Enfermería,Universidad Andina del Cusco,Cusco
2016,selva,castellano,hombre,40,conviviente,superior universitaria completa,611016,160000022,10,Agronomía,Universidad Nacional Agraria de la Selva,Huánuco
2016,selva,castellano,mujer,55,conviviente,superior universitaria completa,121156,160000003,8,Educación Secundaria - Ciencias Sociales,Universidad Nacional de San Antonio Abad del Cusco,Cusco
2016,selva,castellano,hombre,23,soltero(a),superior universitaria incompleta,611026,160000003,8,Agronomía Tropical,Universidad Nacional de San Antonio Abad del Cusco,Cusco
2016,sierra centro,castellano,mujer,32,conviviente,superior universitaria completa,712046,160000021,15,Nutrición,Universidad Nacional Federico Villarreal,Lima
2016,sierra centro,castellano,hombre,31,conviviente,superior universitaria completa,511026,160000051,9,Ingeniería de Sistemas,Universidad Nacional de Huancavelica,Huancavelica
2016,sierra centro,castellano,mujer,22,soltero(a),superior universitaria incompleta,412016,160000051,9,Ingeniería Zootecnia   1/,Universidad Nacional de Huancavelica,Huancavelica
2016,sierra centro,castellano,mujer,19,soltero(a),superior universitaria incompleta,111026,160000051,9,Educación Inicial,Universidad Nacional de Huancavelica,Huancavelica
2016,sierra centro,castellano,mujer,56,separado(a),superior universitaria completa,591026,160000009,11,Ingeniería Pesquera,Universidad Nacional San Luis Gonzaga,Ica
2016,sierra centro,castellano,mujer,29,soltero(a),superior universitaria completa,331036,260000024,15,Administración de Empresas,Universidad Inca Garcilaso de la Vega,Lima
2016,sierra centro,castellano,mujer,32,separado(a),superior universitaria incompleta,331036,260000047,10,Administración de Empresas,Universidad de Huánuco,Huánuco
2016,sierra centro,castellano,hombre,29,soltero(a),superior universitaria incompleta,331016,260000047,10,Administración,Universidad de Huánuco,Huánuco
2016,sierra centro,castellano,mujer,27,soltero(a),superior universitaria completa,713026,260000047,10,Odontología,Universidad de Huánuco,Huánuco
2016,sierra centro,castellano,mujer,26,soltero(a),superior universitaria completa,341026,160000023,10,Economía,Universidad Nacional Hermilio Valdizán,Huánuco
2016,sierra centro,castellano,mujer,24,soltero(a),superior universitaria incompleta,351056,260000047,10,Derecho y Ciencias Políticas   1/,Universidad de Huánuco,Huánuco
2016,sierra centro,castellano,mujer,22,soltero(a),superior universitaria incompleta,342056,160000021,15,Contabilidad,Universidad Nacional Federico Villarreal,Lima
2016,sierra centro,castellano,hombre,18,soltero(a),superior universitaria incompleta,521046,160000023,10,Ingeniería Industrial,Universidad Nacional Hermilio Valdizán,Huánuco
2016,sierra centro,castellano,mujer,53,casado(a),post-grado universitario,714016,160000023,10,Enfermería,Universidad Nacional Hermilio Valdizán,Huánuco
2016,sierra centro,quechua,hombre,52,casado(a),post-grado universitario,112016,160000025,15,Educación Primaria,Universidad Nacional de Educación E.G.V.,Lima
2016,sierra centro,quechua,mujer,46,divorciado(a),post-grado universitario,112016,160000021,15,Educación Primaria,Universidad Nacional Federico Villarreal,Lima
2016,sierra centro,castellano,mujer,23,soltero(a),superior universitaria incompleta,313016,160000023,10,Psicología,Universidad Nacional Hermilio Valdizán,Huánuco
2016,sierra centro,castellano,hombre,51,conviviente,post-grado universitario,112016,160000023,10,Educación Primaria,Universidad Nacional Hermilio Valdizán,Huánuco
2016,selva,castellano,mujer,20,soltero(a),superior universitaria incompleta,533026,260000047,10,Arquitectura,Universidad de Huánuco,Huánuco
2016,costa centro,castellano,mujer,50,soltero(a),superior universitaria completa,531016,160000009,11,Ingeniería Civil,Universidad Nacional San Luis Gonzaga,Ica
2016,costa centro,castellano,hombre,42,divorciado(a),superior universitaria incompleta,411016,160000009,11,Biología,Universidad Nacional San Luis Gonzaga,Ica
2016,costa centro,castellano,mujer,22,soltero(a),superior universitaria incompleta,621016,160000009,11,Medicina Veterinaria,Universidad Nacional San Luis Gonzaga,Ica
2016,costa centro,castellano,mujer,33,separado(a),superior universitaria completa,112016,160000009,11,Educación Primaria,Universidad Nacional San Luis Gonzaga,Ica
2016,costa centro,castellano,hombre,39,casado(a),superior universitaria completa,351016,260000064,15,Derecho,"Asociación Universidad Privada ""San Juan Bautista""",Lima
2016,costa centro,castellano,mujer,40,casado(a),superior universitaria completa,331016,160000009,11,Administración,Universidad Nacional San Luis Gonzaga,Ica
2016,costa centro,castellano,mujer,19,soltero(a),superior universitaria incompleta,351056,160000009,11,Derecho y Ciencias Políticas   1/,Universidad Nacional San Luis Gonzaga,Ica
2016,costa centro,castellano,mujer,57,separado(a),superior universitaria incompleta,591026,160000009,11,Ingeniería Pesquera,Universidad Nacional San Luis Gonzaga,Ica
2016,costa centro,castellano,hombre,32,conviviente,superior universitaria incompleta,351016,260000059,15,Derecho,Universidad Alas Peruanas,Lima
2016,costa centro,castellano,mujer,28,conviviente,superior universitaria incompleta,331016,260000057,15,Administración,Universidad Particular San Ignacio de Loyola,Lima
2016,costa centro,castellano,hombre,36,soltero(a),superior universitaria incompleta,331016,260000059,15,Administración,Universidad Alas Peruanas,Lima
2016,costa centro,castellano,mujer,29,soltero(a),superior universitaria completa,715056,260000059,15,Tecnología Médica,Universidad Alas Peruanas,Lima
2016,costa centro,castellano,hombre,55,conviviente,superior universitaria completa,351056,160000009,11,Derecho y Ciencias Políticas   1/,Universidad Nacional San Luis Gonzaga,Ica
2016,costa centro,castellano,hombre,42,casado(a),superior universitaria completa,121256,160000009,11,Educación Secundaria - Comunicación,Universidad Nacional San Luis Gonzaga,Ica
2016,costa centro,castellano,mujer,41,casado(a),superior universitaria incompleta,121336,160000009,11,Educación Secundaria - Historia y Geografía,Universidad Nacional San Luis Gonzaga,Ica
2016,costa centro,castellano,mujer,58,separado(a),superior universitaria completa,121266,160000009,11,"Educación Secundaria - Filosofía, Psicología y Ciencias Sociales",Universidad Nacional San Luis Gonzaga,Ica
2016,costa centro,castellano,hombre,21,soltero(a),superior universitaria incompleta,511026,260000059,15,Ingeniería de Sistemas,Universidad Alas Peruanas,Lima
2016,costa centro,castellano,mujer,27,soltero(a),superior universitaria completa,713026,260000059,15,Odontología,Universidad Alas Peruanas,Lima
2016,costa centro,castellano,hombre,88,conviviente,superior universitaria completa,611016,160000007,15,Agronomía,Universidad Nacional Agraria La Molina,Lima
2016,sierra centro,castellano,hombre,21,soltero(a),superior universitaria incompleta,523026,160000010,12,Ingeniería Agroindustrial,Universidad Nacional del Centro del Perú,Junín
2016,sierra centro,castellano,hombre,20,soltero(a),superior universitaria incompleta,331036,160000010,12,Administración de Empresas,Universidad Nacional del Centro del Perú,Junín
2016,sierra centro,castellano,mujer,44,conviviente,superior universitaria completa,527056,160000010,12,Ingeniería Metalúrgica    1/,Universidad Nacional del Centro del Perú,Junín
2016,sierra centro,castellano,mujer,51,separado(a),superior universitaria completa,112016,160000010,12,Educación Primaria,Universidad Nacional del Centro del Perú,Junín
2016,sierra centro,castellano,hombre,44,casado(a),superior universitaria completa,351016,160000023,10,Derecho,Universidad Nacional Hermilio Valdizán,Huánuco
2016,sierra centro,castellano,mujer,44,casado(a),post-grado universitario,121156,260000052,13,Educación Secundaria - Ciencias Sociales,Universidad Particular César Vallejo,La Libertad
2016,sierra centro,castellano,hombre,20,soltero(a),superior universitaria incompleta,527016,260000067,12,Ingeniería de Minas,Universidad Continental,Junín
2016,sierra centro,castellano,hombre,55,casado(a),superior universitaria completa,531016,160000021,15,Ingeniería Civil,Universidad Nacional Federico Villarreal,Lima
2016,sierra centro,castellano,mujer,23,soltero(a),superior universitaria incompleta,521046,260000067,12,Ingeniería Industrial,Universidad Continental,Junín
2016,sierra centro,castellano,mujer,28,soltero(a),superior universitaria incompleta,332246,260000059,15,Gestión en Hotelería y Turismo,Universidad Alas Peruanas,Lima
2016,sierra centro,castellano,mujer,20,soltero(a),superior universitaria incompleta,714016,160000010,12,Enfermería,Universidad Nacional del Centro del Perú,Junín
2016,costa norte,castellano,hombre,53,casado(a),superior universitaria completa,351056,160000004,13,Derecho y Ciencias Políticas   1/,Universidad Nacional de Trujillo,La Libertad
2016,costa norte,castellano,mujer,50,casado(a),superior universitaria completa,351056,160000004,13,Derecho y Ciencias Políticas   1/,Universidad Nacional de Trujillo,La Libertad
2016,costa norte,castellano,mujer,22,soltero(a),superior universitaria incompleta,313016,260000046,13,Psicología,Universidad P. Antenor Orrego,La Libertad
2016,costa norte,castellano,mujer,22,conviviente,superior universitaria incompleta,714016,160000004,13,Enfermería,Universidad Nacional de Trujillo,La Libertad
2016,costa norte,castellano,hombre,28,conviviente,superior universitaria incompleta,531016,160000004,13,Ingeniería Civil,Universidad Nacional de Trujillo,La Libertad
2016,costa norte,castellano,hombre,27,conviviente,post-grado universitario,714016,260000046,13,Enfermería,Universidad P. Antenor Orrego,La Libertad
2016,costa norte,castellano,mujer,28,conviviente,post-grado universitario,714016,260000046,13,Enfermería,Universidad P. Antenor Orrego,La Libertad
2016,costa norte,castellano,mujer,25,soltero(a),superior universitaria completa,411116,160000004,13,Microbiología y Parasitología,Universidad Nacional de Trujillo,La Libertad
2016,costa norte,castellano,hombre,54,casado(a),superior universitaria incompleta,432016,160000004,13,Estadística,Universidad Nacional de Trujillo,La Libertad
2016,costa norte,castellano,hombre,25,soltero(a),superior universitaria incompleta,331026,260000008,15,Administración de Banca y Finanzas,Pontificia Universidad Católica del Perú,Lima
2016,costa norte,castellano,mujer,22,soltero(a),superior universitaria incompleta,313016,260000008,15,Psicología,Pontificia Universidad Católica del Perú,Lima
2016,costa norte,castellano,hombre,19,soltero(a),superior universitaria incompleta,351016,260000008,15,Derecho,Pontificia Universidad Católica del Perú,Lima
2016,costa norte,castellano,hombre,51,casado(a),superior universitaria completa,621016,160000031,14,Medicina Veterinaria,Universidad Nacional Pedro Ruíz Gallo,Lambayeque
2016,costa norte,castellano,mujer,31,soltero(a),superior universitaria completa,351016,260000046,13,Derecho,Universidad P. Antenor Orrego,La Libertad
2016,costa norte,castellano,hombre,20,soltero(a),superior universitaria incompleta,533026,260000052,13,Arquitectura,Universidad Particular César Vallejo,La Libertad
2016,costa norte,castellano,hombre,22,soltero(a),superior universitaria incompleta,531016,260000052,13,Ingeniería Civil,Universidad Particular César Vallejo,La Libertad
2016,costa norte,castellano,mujer,24,soltero(a),superior universitaria incompleta,351056,160000004,13,Derecho y Ciencias Políticas   1/,Universidad Nacional de Trujillo,La Libertad
2016,costa norte,castellano,mujer,22,separado(a),superior universitaria incompleta,112016,160000004,13,Educación Primaria,Universidad Nacional de Trujillo,La Libertad
2016,costa norte,castellano,mujer,71,viudo(a),superior universitaria completa,222076,260000008,15,Diseño Industrial,Pontificia Universidad Católica del Perú,Lima
2016,costa norte,castellano,hombre,39,soltero(a),superior universitaria incompleta,351016,260000044,14,Derecho,Universidad Particular de Chiclayo,Lambayeque
2016,costa norte,castellano,hombre,40,soltero(a),superior universitaria completa,341026,160000031,14,Economía,Universidad Nacional Pedro Ruíz Gallo,Lambayeque
2016,costa norte,castellano,mujer,36,soltero(a),post-grado universitario,121426,160000031,14,Educación Secundaria - Lengua y Literatura,Universidad Nacional Pedro Ruíz Gallo,Lambayeque
2016,costa norte,castellano,hombre,34,soltero(a),superior universitaria completa,331036,260000069,14,Administración de Empresas,Universidad Católica Santo Toribio de Mogrovejo,Lambayeque
2016,costa norte,castellano,mujer,45,separado(a),superior universitaria completa,112016,160000031,14,Educación Primaria,Universidad Nacional Pedro Ruíz Gallo,Lambayeque
2016,costa norte,castellano,mujer,65,conviviente,superior universitaria completa,311016,160000031,14,Sociología,Universidad Nacional Pedro Ruíz Gallo,Lambayeque
2016,costa norte,castellano,hombre,71,conviviente,superior universitaria incompleta,351016,260000053,2,Derecho,Universidad Católica Los Ángeles de Chimbote,Ancash
2016,costa norte,castellano,hombre,28,soltero(a),superior universitaria completa,521046,260000052,13,Ingeniería Industrial,Universidad Particular César Vallejo,La Libertad
2016,costa norte,castellano,mujer,24,soltero(a),superior universitaria completa,313016,260000099,14,Psicología,Universidad Particular Juan Mejía Baca,Lambayeque
2016,costa norte,castellano,mujer,18,soltero(a),superior universitaria incompleta,717016,260000044,14,Obstetricia,Universidad Particular de Chiclayo,Lambayeque
2016,costa norte,castellano,mujer,23,soltero(a),superior universitaria incompleta,313016,160000031,14,Psicología,Universidad Nacional Pedro Ruíz Gallo,Lambayeque
2016,costa norte,castellano,hombre,21,soltero(a),superior universitaria incompleta,531016,260000052,13,Ingeniería Civil,Universidad Particular César Vallejo,La Libertad
2016,costa norte,castellano,mujer,18,soltero(a),superior universitaria incompleta,714016,260000072,14,Enfermería,Universidad Particular Señor de Sipán S.A.C.,Lambayeque
2016,costa norte,castellano,mujer,40,soltero(a),superior universitaria incompleta,351016,260000044,14,Derecho,Universidad Particular de Chiclayo,Lambayeque
2016,costa norte,castellano,mujer,21,soltero(a),superior universitaria incompleta,342056,260000072,14,Contabilidad,Universidad Particular Señor de Sipán S.A.C.,Lambayeque
2016,costa norte,castellano,mujer,31,separado(a),superior universitaria completa,121016,260000069,14,Educación Secundaria,Universidad Católica Santo Toribio de Mogrovejo,Lambayeque
2016,costa norte,castellano,mujer,22,soltero(a),superior universitaria completa,331036,260000072,14,Administración de Empresas,Universidad Particular Señor de Sipán S.A.C.,Lambayeque
