ANIO,UBIGEO,DOMINIO_G,ID_SEXO,EDAD,ID_ESTADO_CIVIL,COD_IDIOMA,COD_GRADO_ESTUDIOS,COD_CARRERA_UNI,COD_CENTRO_ESTUDIOS,COD_DEPARTAMENTO,NOM_DOMINIO_G,NOM_ESTADO_CIVIL,NOM_IDIOMA,NOM_GRADO_ESTUDIOS,NOM_CARRERA_UNI,NOM_CENTRO_ESTUDIOS,NOM_DEPARTAMENTO,SEXO
2019,21809,2,2,24,6,4,9,342056,260000045,2,Costa Centro,Soltero,Castellano,Superior Universitaria Incompleta,Contabilidad,Universidad San Pedro,Ancash,Mujer
2019,21809,2,2,23,6,4,10,331016,260000053,2,Costa Centro,Soltero,Castellano,Superior Universitaria Completa,Administración,Universidad Católica Los Ángeles de Chimbote,Ancash,Mujer
2019,21809,2,1,53,2,4,11,411106,160000004,13,Costa Centro,Casado,Castellano,Maestria/doctorado,Microbiología,Universidad Nacional de Trujillo,La Libertad,Hombre
2019,21806,2,1,33,6,4,10,531016,160000042,2,Costa Centro,Soltero,Castellano,Superior Universitaria Completa,Ingeniería Civil,Universidad Nacional del Santa,Ancash,Hombre
2019,21806,2,1,37,2,4,9,351016,260000053,2,Costa Centro,Casado,Castellano,Superior Universitaria Incompleta,Derecho,Universidad Católica Los Ángeles de Chimbote,Ancash,Hombre
2019,21806,2,2,36,6,4,9,351016,260000053,2,Costa Centro,Soltero,Castellano,Superior Universitaria Incompleta,Derecho,Universidad Católica Los Ángeles de Chimbote,Ancash,Mujer
2019,20801,2,1,27,6,4,9,331036,260000045,2,Costa Centro,Soltero,Castellano,Superior Universitaria Incompleta,Administración de Empresas,Universidad San Pedro,Ancash,Hombre
2019,20801,2,1,24,6,4,9,531016,260000045,2,Costa Centro,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería Civil,Universidad San Pedro,Ancash,Hombre
2019,20801,2,1,20,6,4,9,351016,260000055,13,Costa Centro,Soltero,Castellano,Superior Universitaria Incompleta,Derecho,Universidad Particular del Norte,La Libertad,Hombre
2019,20801,2,1,58,1,4,9,521046,160000021,15,Costa Centro,Conviviente,Castellano,Superior Universitaria Incompleta,Ingeniería Industrial,Universidad Nacional Federico Villarreal,Lima,Hombre
2019,20801,2,2,29,6,1,10,342056,260000053,2,Costa Centro,Soltero,Quechua,Superior Universitaria Completa,Contabilidad,Universidad Católica Los Ángeles de Chimbote,Ancash,Mujer
2019,20105,5,2,33,6,4,11,121246,260000052,13,Sierra Centro,Soltero,Castellano,Maestria/doctorado,Educación Secundaria - Computación e Informática,Universidad Particular César Vallejo,La Libertad,Mujer
2019,20105,5,1,25,6,4,10,511026,260000045,2,Sierra Centro,Soltero,Castellano,Superior Universitaria Completa,Ingeniería de Sistemas,Universidad San Pedro,Ancash,Hombre
2019,20105,5,2,23,6,4,10,714016,260000053,2,Sierra Centro,Soltero,Castellano,Superior Universitaria Completa,Enfermería,Universidad Católica Los Ángeles de Chimbote,Ancash,Mujer
2019,20105,5,1,19,6,4,9,511026,160000033,2,Sierra Centro,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería de Sistemas,Universidad Nacional Santiago Antúnez de Mayolo,Ancash,Hombre
2019,20101,5,1,40,2,4,11,713026,160000021,15,Sierra Centro,Casado,Castellano,Maestria/doctorado,Odontología,Universidad Nacional Federico Villarreal,Lima,Hombre
2019,20101,5,2,33,2,4,10,321046,260000019,15,Sierra Centro,Casado,Castellano,Superior Universitaria Completa,Ciencias de la Comunicación y Publicidad,Universidad de San Martín de Porres,Lima,Mujer
2019,20101,5,1,30,6,4,9,521046,260000081,15,Sierra Centro,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería Industrial,Universidad Peruana de Ciencias e Informática,Lima,Hombre
2019,20101,5,2,28,6,4,9,521046,260000081,15,Sierra Centro,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería Industrial,Universidad Peruana de Ciencias e Informática,Lima,Mujer
2019,20101,5,2,31,2,1,9,342056,260000053,2,Sierra Centro,Casado,Quechua,Superior Universitaria Incompleta,Contabilidad,Universidad Católica Los Ángeles de Chimbote,Ancash,Mujer
2019,20101,5,1,36,5,4,10,511026,260000053,2,Sierra Centro,Separado,Castellano,Superior Universitaria Completa,Ingeniería de Sistemas,Universidad Católica Los Ángeles de Chimbote,Ancash,Hombre
2019,20101,5,2,22,1,4,10,331016,260000052,13,Sierra Centro,Conviviente,Castellano,Superior Universitaria Completa,Administración,Universidad Particular César Vallejo,La Libertad,Mujer
2019,21201,5,2,63,4,4,10,331036,260000019,15,Sierra Centro,Divorciado,Castellano,Superior Universitaria Completa,Administración de Empresas,Universidad de San Martín de Porres,Lima,Mujer
2019,21201,5,1,80,2,4,10,121426,160000028,15,Sierra Centro,Casado,Castellano,Superior Universitaria Completa,Educación Secundaria - Lengua y Literatura,Universidad Nacional José Faustino Sánchez Carrión,Lima,Hombre
2019,21201,5,2,78,2,1,10,112016,160000028,15,Sierra Centro,Casado,Quechua,Superior Universitaria Completa,Educación Primaria,Universidad Nacional José Faustino Sánchez Carrión,Lima,Mujer
2019,21201,5,2,46,2,1,9,717016,260000053,2,Sierra Centro,Casado,Quechua,Superior Universitaria Incompleta,Obstetricia,Universidad Católica Los Ángeles de Chimbote,Ancash,Mujer
2019,21201,5,2,20,6,4,9,341026,160000033,2,Sierra Centro,Soltero,Castellano,Superior Universitaria Incompleta,Economía,Universidad Nacional Santiago Antúnez de Mayolo,Ancash,Mujer
2019,21201,5,2,22,6,4,9,351056,160000042,2,Sierra Centro,Soltero,Castellano,Superior Universitaria Incompleta,Derecho y Ciencias Políticas   1/,Universidad Nacional del Santa,Ancash,Mujer
2019,22001,5,2,63,6,4,11,331016,160000031,14,Sierra Centro,Soltero,Castellano,Maestria/doctorado,Administración,Universidad Nacional Pedro Ruíz Gallo,Lambayeque,Mujer
2019,22001,5,1,30,6,4,11,531016,160000033,2,Sierra Centro,Soltero,Castellano,Maestria/doctorado,Ingeniería Civil,Universidad Nacional Santiago Antúnez de Mayolo,Ancash,Hombre
2019,22001,5,2,22,6,4,9,711026,160000042,2,Sierra Centro,Soltero,Castellano,Superior Universitaria Incompleta,Medicina Humana,Universidad Nacional del Santa,Ancash,Mujer
2019,22001,5,2,20,6,4,9,533096,160000033,2,Sierra Centro,Soltero,Castellano,Superior Universitaria Incompleta,Arquitectura y Urbanismo,Universidad Nacional Santiago Antúnez de Mayolo,Ancash,Mujer
2019,22008,5,1,40,2,4,10,112016,260000008,15,Sierra Centro,Casado,Castellano,Superior Universitaria Completa,Educación Primaria,Pontificia Universidad Católica del Perú,Lima,Hombre
2019,22008,5,1,49,2,4,11,213016,260000052,13,Sierra Centro,Casado,Castellano,Maestria/doctorado,Comunicación Lingüística y Literatura,Universidad Particular César Vallejo,La Libertad,Hombre
2019,22008,5,2,58,2,1,10,112016,260000019,15,Sierra Centro,Casado,Quechua,Superior Universitaria Completa,Educación Primaria,Universidad de San Martín de Porres,Lima,Mujer
2019,20306,5,1,23,6,4,9,531016,260000055,13,Sierra Centro,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería Civil,Universidad Particular del Norte,La Libertad,Hombre
2019,30101,6,2,17,6,4,9,351016,260000040,3,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Derecho,Universidad Tecnológica de los Andes,Apurímac,Mujer
2019,30101,6,2,24,1,4,9,713016,260000040,3,Sierra Sur,Conviviente,Castellano,Superior Universitaria Incompleta,Estomatología,Universidad Tecnológica de los Andes,Apurímac,Mujer
2019,30101,6,1,45,2,1,10,527016,160000077,3,Sierra Sur,Casado,Quechua,Superior Universitaria Completa,Ingeniería de Minas,Universidad Nacional Micaela Bastidas de Apurímac,Apurímac,Hombre
2019,30101,6,2,37,2,1,10,131016,160000077,3,Sierra Sur,Casado,Quechua,Superior Universitaria Completa,Educación Física,Universidad Nacional Micaela Bastidas de Apurímac,Apurímac,Mujer
2019,30101,6,2,23,6,4,9,594066,260000040,3,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería Ambiental y Recursos Naturales,Universidad Tecnológica de los Andes,Apurímac,Mujer
2019,30101,6,1,17,6,4,9,527016,160000077,3,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería de Minas,Universidad Nacional Micaela Bastidas de Apurímac,Apurímac,Hombre
2019,30201,6,1,45,6,1,10,611076,160000002,5,Sierra Sur,Soltero,Quechua,Superior Universitaria Completa,Ingeniería Agrícola,Universidad Nacional de San Cristóbal de Huamanga,Ayacucho,Hombre
2019,30201,6,1,39,1,1,10,713026,260000059,15,Sierra Sur,Conviviente,Quechua,Superior Universitaria Completa,Odontología,Universidad Alas Peruanas,Lima,Hombre
2019,30201,6,2,28,6,1,10,331036,160000089,3,Sierra Sur,Soltero,Quechua,Superior Universitaria Completa,Administración de Empresas,"Universidad Nacional ""José María Arguedas""",Apurímac,Mujer
2019,30201,6,2,48,6,1,10,112016,260000040,3,Sierra Sur,Soltero,Quechua,Superior Universitaria Completa,Educación Primaria,Universidad Tecnológica de los Andes,Apurímac,Mujer
2019,30201,6,2,24,6,1,10,331036,160000089,3,Sierra Sur,Soltero,Quechua,Superior Universitaria Completa,Administración de Empresas,"Universidad Nacional ""José María Arguedas""",Apurímac,Mujer
2019,30201,6,1,19,6,1,9,594056,160000089,3,Sierra Sur,Soltero,Quechua,Superior Universitaria Incompleta,Ingeniería Ambiental,"Universidad Nacional ""José María Arguedas""",Apurímac,Hombre
2019,30201,6,1,32,6,4,9,531016,260000046,13,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería Civil,Universidad P. Antenor Orrego,La Libertad,Hombre
2019,30201,6,2,23,6,4,9,711016,260000046,13,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Medicina,Universidad P. Antenor Orrego,La Libertad,Mujer
2019,30606,6,1,27,1,1,10,531016,260000053,2,Sierra Sur,Conviviente,Quechua,Superior Universitaria Completa,Ingeniería Civil,Universidad Católica Los Ángeles de Chimbote,Ancash,Hombre
2019,30101,6,2,48,2,1,9,714016,260000040,3,Sierra Sur,Casado,Quechua,Superior Universitaria Incompleta,Enfermería,Universidad Tecnológica de los Andes,Apurímac,Mujer
2019,30101,6,1,58,2,1,10,121016,260000040,3,Sierra Sur,Casado,Quechua,Superior Universitaria Completa,Educación Secundaria,Universidad Tecnológica de los Andes,Apurímac,Hombre
2019,30101,6,2,18,6,4,9,111026,160000077,3,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Educación Inicial,Universidad Nacional Micaela Bastidas de Apurímac,Apurímac,Mujer
2019,30101,6,2,24,6,4,10,342046,260000040,3,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Ciencias Contables y Financieras,Universidad Tecnológica de los Andes,Apurímac,Mujer
2019,30101,6,1,22,6,4,9,331036,260000059,15,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Administración de Empresas,Universidad Alas Peruanas,Lima,Hombre
2019,30403,6,2,22,6,4,9,331036,160000077,3,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Administración de Empresas,Universidad Nacional Micaela Bastidas de Apurímac,Apurímac,Mujer
2019,30403,6,2,72,5,4,10,112016,160000002,5,Sierra Sur,Separado,Castellano,Superior Universitaria Completa,Educación Primaria,Universidad Nacional de San Cristóbal de Huamanga,Ayacucho,Mujer
2019,30306,6,2,56,1,1,9,714016,260000040,3,Sierra Sur,Conviviente,Quechua,Superior Universitaria Incompleta,Enfermería,Universidad Tecnológica de los Andes,Apurímac,Mujer
2019,30306,6,1,58,1,1,10,121016,160000009,11,Sierra Sur,Conviviente,Quechua,Superior Universitaria Completa,Educación Secundaria,Universidad Nacional San Luis Gonzaga,Ica,Hombre
2019,30306,6,2,22,6,1,10,717016,260000040,3,Sierra Sur,Soltero,Quechua,Superior Universitaria Completa,Obstetricia,Universidad Tecnológica de los Andes,Apurímac,Mujer
2019,30306,6,2,49,1,1,9,331036,260000019,15,Sierra Sur,Conviviente,Quechua,Superior Universitaria Incompleta,Administración de Empresas,Universidad de San Martín de Porres,Lima,Mujer
2019,40104,6,1,44,2,4,10,351016,260000059,15,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Derecho,Universidad Alas Peruanas,Lima,Hombre
2019,40104,6,2,25,6,4,10,351016,260000062,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Derecho,Universidad Católica San Pablo,Arequipa,Mujer
2019,40104,6,2,23,6,4,9,711026,160000005,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Medicina Humana,Universidad Nacional de San Agustín,Arequipa,Mujer
2019,40104,6,2,60,5,4,11,714016,260000015,4,Sierra Sur,Separado,Castellano,Maestria/doctorado,Enfermería,Universidad Católica de Santa María,Arequipa,Mujer
2019,40104,6,1,38,6,4,10,533026,160000005,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Arquitectura,Universidad Nacional de San Agustín,Arequipa,Hombre
2019,40104,6,1,31,6,4,11,511026,260000015,4,Sierra Sur,Soltero,Castellano,Maestria/doctorado,Ingeniería de Sistemas,Universidad Católica de Santa María,Arequipa,Hombre
2019,40104,6,1,57,2,4,9,531016,160000005,4,Sierra Sur,Casado,Castellano,Superior Universitaria Incompleta,Ingeniería Civil,Universidad Nacional de San Agustín,Arequipa,Hombre
2019,40104,6,1,33,1,4,10,423056,160000005,4,Sierra Sur,Conviviente,Castellano,Superior Universitaria Completa,Ingeniería Geológica,Universidad Nacional de San Agustín,Arequipa,Hombre
2019,40104,6,2,34,1,1,10,611016,160000005,4,Sierra Sur,Conviviente,Quechua,Superior Universitaria Completa,Agronomía,Universidad Nacional de San Agustín,Arequipa,Mujer
2019,40104,6,1,26,6,4,9,421026,160000005,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Física,Universidad Nacional de San Agustín,Arequipa,Hombre
2019,40103,6,1,49,2,4,11,342056,260000015,4,Sierra Sur,Casado,Castellano,Maestria/doctorado,Contabilidad,Universidad Católica de Santa María,Arequipa,Hombre
2019,40103,6,2,45,2,4,10,621026,260000015,4,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Veterinaria y Zootecnia,Universidad Católica de Santa María,Arequipa,Mujer
2019,40103,6,1,58,2,4,9,331036,260000015,4,Sierra Sur,Casado,Castellano,Superior Universitaria Incompleta,Administración de Empresas,Universidad Católica de Santa María,Arequipa,Hombre
2019,40103,6,1,68,2,4,10,121066,260000015,4,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Educación Secundaria - Biología y Química,Universidad Católica de Santa María,Arequipa,Hombre
2019,40103,6,1,36,6,4,10,322086,260000015,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Publicidad y Multimedia,Universidad Católica de Santa María,Arequipa,Hombre
2019,40103,6,2,57,6,4,10,321026,260000015,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Ciencias de la Comunicación,Universidad Católica de Santa María,Arequipa,Mujer
2019,40103,6,1,47,2,4,10,331036,260000015,4,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Administración de Empresas,Universidad Católica de Santa María,Arequipa,Hombre
2019,40103,6,2,37,2,4,10,331036,160000005,4,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Administración de Empresas,Universidad Nacional de San Agustín,Arequipa,Mujer
2019,40103,6,1,77,2,4,10,112016,160000005,4,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Educación Primaria,Universidad Nacional de San Agustín,Arequipa,Hombre
2019,40103,6,2,71,2,4,10,331036,160000032,23,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Administración de Empresas,Universidad Nacional Jorge Basadre Grohmann,Tacna,Mujer
2019,40103,6,1,52,6,4,10,533026,160000005,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Arquitectura,Universidad Nacional de San Agustín,Arequipa,Hombre
2019,40103,6,1,52,2,4,11,526056,160000005,4,Sierra Sur,Casado,Castellano,Maestria/doctorado,Ingeniería Mecánica Eléctrica 1/,Universidad Nacional de San Agustín,Arequipa,Hombre
2019,40103,6,2,19,6,4,9,331046,260000062,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Administración de Negocios,Universidad Católica San Pablo,Arequipa,Mujer
2019,40110,6,1,57,2,1,10,351016,260000036,21,Sierra Sur,Casado,Quechua,Superior Universitaria Completa,Derecho,Universidad Andina Néstor Cáceres Velásquez,Puno,Hombre
2019,40110,6,2,51,2,4,10,199016,160000005,4,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Educación 1/,Universidad Nacional de San Agustín,Arequipa,Mujer
2019,40110,6,2,24,6,4,9,531016,260000062,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería Civil,Universidad Católica San Pablo,Arequipa,Mujer
2019,40110,6,2,18,6,4,9,711026,260000015,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Medicina Humana,Universidad Católica de Santa María,Arequipa,Mujer
2019,40110,6,2,18,6,4,9,313016,260000059,15,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Psicología,Universidad Alas Peruanas,Lima,Mujer
2019,40110,6,2,24,6,4,9,111026,260000062,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Educación Inicial,Universidad Católica San Pablo,Arequipa,Mujer
2019,40110,6,1,43,6,4,11,342056,260000015,4,Sierra Sur,Soltero,Castellano,Maestria/doctorado,Contabilidad,Universidad Católica de Santa María,Arequipa,Hombre
2019,40110,6,1,19,6,4,9,331036,260000062,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Administración de Empresas,Universidad Católica San Pablo,Arequipa,Hombre
2019,40110,6,1,60,2,4,10,342056,260000015,4,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Contabilidad,Universidad Católica de Santa María,Arequipa,Hombre
2019,40110,6,2,58,2,4,10,714016,260000015,4,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Enfermería,Universidad Católica de Santa María,Arequipa,Mujer
2019,40110,6,1,19,6,4,9,351016,260000015,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Derecho,Universidad Católica de Santa María,Arequipa,Hombre
2019,40110,6,2,23,6,4,9,422036,160000005,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Química,Universidad Nacional de San Agustín,Arequipa,Mujer
2019,40112,6,1,40,2,4,10,525016,260000015,4,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Ingeniería Electrónica,Universidad Católica de Santa María,Arequipa,Hombre
2019,40112,6,2,38,2,4,10,714016,260000015,4,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Enfermería,Universidad Católica de Santa María,Arequipa,Mujer
2019,40112,6,2,40,6,4,11,121196,260000052,13,Sierra Sur,Soltero,Castellano,Maestria/doctorado,Educación Secundaria - Ciencias Sociales - Psicología,Universidad Particular César Vallejo,La Libertad,Mujer
2019,40112,6,1,27,6,4,10,531016,260000059,15,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Ingeniería Civil,Universidad Alas Peruanas,Lima,Hombre
2019,40112,6,2,35,6,4,10,521046,-1,98,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Ingeniería Industrial,,,Mujer
2019,40112,6,2,55,5,4,10,716026,260000015,4,Sierra Sur,Separado,Castellano,Superior Universitaria Completa,Farmacia y Bioquímica,Universidad Católica de Santa María,Arequipa,Mujer
2019,40112,6,1,73,2,4,10,313016,160000005,4,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Psicología,Universidad Nacional de San Agustín,Arequipa,Hombre
2019,40112,6,2,70,2,4,10,312026,160000005,4,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Servicio Social,Universidad Nacional de San Agustín,Arequipa,Mujer
2019,40112,6,1,65,2,4,10,621036,160000012,21,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Medicina Veterinaria y Zootecnia,Universidad Nacional del Altiplano,Puno,Hombre
2019,40112,6,2,63,2,1,10,342056,160000005,4,Sierra Sur,Casado,Quechua,Superior Universitaria Completa,Contabilidad,Universidad Nacional de San Agustín,Arequipa,Mujer
2019,40112,6,2,30,6,4,10,711016,160000005,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Medicina,Universidad Nacional de San Agustín,Arequipa,Mujer
2019,40112,6,1,43,6,4,11,351016,160000005,4,Sierra Sur,Soltero,Castellano,Maestria/doctorado,Derecho,Universidad Nacional de San Agustín,Arequipa,Hombre
