ANIO,UBIGEO,DOMINIO_G,ID_SEXO,EDAD,ID_ESTADO_CIVIL,COD_IDIOMA,COD_GRADO_ESTUDIOS,COD_CARRERA_UNI,COD_CENTRO_ESTUDIOS,COD_DEPARTAMENTO,NOM_DOMINIO_G,NOM_ESTADO_CIVIL,NOM_IDIOMA,NOM_GRADO_ESTUDIOS,NOM_CARRERA_UNI,NOM_CENTRO_ESTUDIOS,NOM_DEPARTAMENTO,SEXO
2021,21801,2,2,28,6,4,10,713026,260000053,2,Costa Centro,Soltero,Castellano,Superior Universitaria Completa,Odontología,Universidad Católica Los Ángeles de Chimbote,Ancash,Mujer
2021,21801,2,1,27,6,4,10,331036,260000052,13,Costa Centro,Soltero,Castellano,Superior Universitaria Completa,Administración de Empresas,Universidad Particular César Vallejo,La Libertad,Hombre
2021,21801,2,2,20,6,4,9,351016,260000045,2,Costa Centro,Soltero,Castellano,Superior Universitaria Incompleta,Derecho,Universidad San Pedro,Ancash,Mujer
2021,21809,2,1,23,6,4,10,521046,260000052,13,Costa Centro,Soltero,Castellano,Superior Universitaria Completa,Ingeniería Industrial,Universidad Particular César Vallejo,La Libertad,Hombre
2021,21809,2,2,28,6,4,9,717016,260000053,2,Costa Centro,Soltero,Castellano,Superior Universitaria Incompleta,Obstetricia,Universidad Católica Los Ángeles de Chimbote,Ancash,Mujer
2021,21501,5,1,49,1,4,10,331016,260000019,15,Sierra Centro,Conviviente,Castellano,Superior Universitaria Completa,Administración,Universidad de San Martín de Porres,Lima,Hombre
2021,20105,5,2,35,6,4,10,121246,160000031,14,Sierra Centro,Soltero,Castellano,Superior Universitaria Completa,Educación Secundaria - Computación e Informática,Universidad Nacional Pedro Ruíz Gallo,Lambayeque,Mujer
2021,20105,5,1,27,6,4,10,511026,260000045,2,Sierra Centro,Soltero,Castellano,Superior Universitaria Completa,Ingeniería de Sistemas,Universidad San Pedro,Ancash,Hombre
2021,20105,5,2,25,6,4,10,714016,260000053,2,Sierra Centro,Soltero,Castellano,Superior Universitaria Completa,Enfermería,Universidad Católica Los Ángeles de Chimbote,Ancash,Mujer
2021,20105,5,1,21,6,4,9,511026,160000033,2,Sierra Centro,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería de Sistemas,Universidad Nacional Santiago Antúnez de Mayolo,Ancash,Hombre
2021,20101,5,1,64,2,4,9,313016,260000045,2,Sierra Centro,Casado,Castellano,Superior Universitaria Incompleta,Psicología,Universidad San Pedro,Ancash,Hombre
2021,20101,5,2,66,2,4,9,121106,260000024,15,Sierra Centro,Casado,Castellano,Superior Universitaria Incompleta,Educación Secundaria - Ciencias Histórico Sociales,Universidad Inca Garcilaso de la Vega,Lima,Mujer
2021,20101,5,2,23,6,4,9,594056,160000033,2,Sierra Centro,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería Ambiental,Universidad Nacional Santiago Antúnez de Mayolo,Ancash,Mujer
2021,20101,5,1,58,2,4,10,112016,160000001,15,Sierra Centro,Casado,Castellano,Superior Universitaria Completa,Educación Primaria,Universidad Nacional Mayor de San Marcos,Lima,Hombre
2021,20101,5,2,58,2,4,10,351056,260000045,2,Sierra Centro,Casado,Castellano,Superior Universitaria Completa,Derecho y Ciencias Políticas   1/,Universidad San Pedro,Ancash,Mujer
2021,20101,5,2,26,2,4,9,533026,260000052,13,Sierra Centro,Casado,Castellano,Superior Universitaria Incompleta,Arquitectura,Universidad Particular César Vallejo,La Libertad,Mujer
2021,20101,5,1,31,2,4,10,331036,260000053,2,Sierra Centro,Casado,Castellano,Superior Universitaria Completa,Administración de Empresas,Universidad Católica Los Ángeles de Chimbote,Ancash,Hombre
2021,20101,5,1,50,1,1,11,611106,160000033,2,Sierra Centro,Conviviente,Quechua,Maestria/doctorado,Ingeniería Agrónoma,Universidad Nacional Santiago Antúnez de Mayolo,Ancash,Hombre
2021,40104,6,1,73,5,4,10,121166,999999999,4,Sierra Sur,Separado,Castellano,Superior Universitaria Completa,Educación Secundaria - Ciencias Sociales - Filosofía,,Arequipa,Hombre
2021,40104,6,1,19,6,4,9,221026,160000005,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Arte y Humanidades,Universidad Nacional de San Agustín,Arequipa,Hombre
2021,40103,6,1,25,1,4,10,527056,160000005,4,Sierra Sur,Conviviente,Castellano,Superior Universitaria Completa,Ingeniería Metalúrgica    1/,Universidad Nacional de San Agustín,Arequipa,Hombre
2021,40102,6,2,32,2,4,9,714016,260000111,4,Sierra Sur,Casado,Castellano,Superior Universitaria Incompleta,Enfermería,Universidad Ciencias de la Salud,Arequipa,Mujer
2021,40102,6,2,26,6,4,10,335026,260000065,15,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Administración de Negocios Internacionales   1/,Universidad Tecnológica del Perú,Lima,Mujer
2021,40129,6,2,29,6,4,10,717016,260000015,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Obstetricia,Universidad Católica de Santa María,Arequipa,Mujer
2021,40129,6,1,31,2,4,11,331176,260000015,4,Sierra Sur,Casado,Castellano,Maestria/doctorado,Ingeniería Comercial,Universidad Católica de Santa María,Arequipa,Hombre
2021,40129,6,2,37,2,4,11,341026,160000005,4,Sierra Sur,Casado,Castellano,Maestria/doctorado,Economía,Universidad Nacional de San Agustín,Arequipa,Mujer
2021,40129,6,2,30,2,4,10,331166,999999999,98,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Ingeniería Administrativa,,,Mujer
2021,40129,6,1,34,2,4,9,331176,260000048,18,Sierra Sur,Casado,Castellano,Superior Universitaria Incompleta,Ingeniería Comercial,Universidad José Carlos Mariátegui,Moquegua,Hombre
2021,40129,6,1,24,6,4,10,524026,260000043,23,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Ingeniería Eléctrica,Universidad P. de Tacna,Tacna,Hombre
2021,40129,6,1,36,2,4,10,351016,260000062,4,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Derecho,Universidad Católica San Pablo,Arequipa,Hombre
2021,40129,6,2,34,2,4,11,351016,160000005,4,Sierra Sur,Casado,Castellano,Maestria/doctorado,Derecho,Universidad Nacional de San Agustín,Arequipa,Mujer
2021,40129,6,1,54,2,4,11,711026,160000005,4,Sierra Sur,Casado,Castellano,Maestria/doctorado,Medicina Humana,Universidad Nacional de San Agustín,Arequipa,Hombre
2021,40129,6,2,52,2,4,11,711016,160000005,4,Sierra Sur,Casado,Castellano,Maestria/doctorado,Medicina,Universidad Nacional de San Agustín,Arequipa,Mujer
2021,40129,6,1,21,6,4,9,511026,260000015,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería de Sistemas,Universidad Católica de Santa María,Arequipa,Hombre
2021,40129,6,2,18,6,4,9,313016,260000015,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Psicología,Universidad Católica de Santa María,Arequipa,Mujer
2021,50101,5,1,49,1,1,10,351016,160000002,5,Sierra Centro,Conviviente,Quechua,Superior Universitaria Completa,Derecho,Universidad Nacional de San Cristóbal de Huamanga,Ayacucho,Hombre
2021,50101,5,1,26,6,4,9,531016,160000002,5,Sierra Centro,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería Civil,Universidad Nacional de San Cristóbal de Huamanga,Ayacucho,Hombre
2021,50101,5,2,26,5,4,9,533026,260000059,15,Sierra Centro,Separado,Castellano,Superior Universitaria Incompleta,Arquitectura,Universidad Alas Peruanas,Lima,Mujer
2021,50101,5,1,27,6,1,10,341026,160000002,5,Sierra Centro,Soltero,Quechua,Superior Universitaria Completa,Economía,Universidad Nacional de San Cristóbal de Huamanga,Ayacucho,Hombre
2021,60101,4,1,53,2,4,11,351016,160000016,6,Sierra Norte,Casado,Castellano,Maestria/doctorado,Derecho,Universidad Nacional de Cajamarca,Cajamarca,Hombre
2021,60101,4,2,54,2,4,11,313016,260000070,6,Sierra Norte,Casado,Castellano,Maestria/doctorado,Psicología,Universidad Particular Antonio Guillermo Urrelo,Cajamarca,Mujer
2021,60101,4,1,30,6,4,10,521046,260000055,13,Sierra Norte,Soltero,Castellano,Superior Universitaria Completa,Ingeniería Industrial,Universidad Particular del Norte,La Libertad,Hombre
2021,60101,4,1,19,6,4,9,713016,260000072,14,Sierra Norte,Soltero,Castellano,Superior Universitaria Incompleta,Estomatología,Universidad Particular Señor de Sipán S.A.C.,Lambayeque,Hombre
2021,60401,4,2,21,6,4,9,342056,160000120,6,Sierra Norte,Soltero,Castellano,Superior Universitaria Incompleta,Contabilidad,Universidad Nacional Autónoma de Chota,Cajamarca,Mujer
2021,60401,4,2,33,5,4,10,714016,160000016,6,Sierra Norte,Separado,Castellano,Superior Universitaria Completa,Enfermería,Universidad Nacional de Cajamarca,Cajamarca,Mujer
2021,60401,4,2,46,2,4,9,311016,160000031,14,Sierra Norte,Casado,Castellano,Superior Universitaria Incompleta,Sociología,Universidad Nacional Pedro Ruíz Gallo,Lambayeque,Mujer
2021,60401,4,1,49,2,4,9,341026,260000024,15,Sierra Norte,Casado,Castellano,Superior Universitaria Incompleta,Economía,Universidad Inca Garcilaso de la Vega,Lima,Hombre
2021,60401,4,1,24,6,4,10,611076,160000031,14,Sierra Norte,Soltero,Castellano,Superior Universitaria Completa,Ingeniería Agrícola,Universidad Nacional Pedro Ruíz Gallo,Lambayeque,Hombre
2021,60401,4,1,18,6,4,9,621016,260000046,13,Sierra Norte,Soltero,Castellano,Superior Universitaria Incompleta,Medicina Veterinaria,Universidad P. Antenor Orrego,La Libertad,Hombre
2021,70106,8,1,58,5,4,10,121016,160000033,2,Lima Metropolitana,Separado,Castellano,Superior Universitaria Completa,Educación Secundaria,Universidad Nacional Santiago Antúnez de Mayolo,Ancash,Hombre
2021,70106,8,2,20,6,4,9,342056,260000055,13,Lima Metropolitana,Soltero,Castellano,Superior Universitaria Incompleta,Contabilidad,Universidad Particular del Norte,La Libertad,Mujer
2021,70106,8,2,18,6,4,9,351016,260000055,13,Lima Metropolitana,Soltero,Castellano,Superior Universitaria Incompleta,Derecho,Universidad Particular del Norte,La Libertad,Mujer
2021,70106,8,1,28,6,4,9,222076,260000055,13,Lima Metropolitana,Soltero,Castellano,Superior Universitaria Incompleta,Diseño Industrial,Universidad Particular del Norte,La Libertad,Hombre
2021,70102,8,2,23,1,4,9,714016,160000027,15,Lima Metropolitana,Conviviente,Castellano,Superior Universitaria Incompleta,Enfermería,Universidad Nacional del Callao,Lima,Mujer
2021,70102,8,2,27,6,4,10,331036,260000024,15,Lima Metropolitana,Soltero,Castellano,Superior Universitaria Completa,Administración de Empresas,Universidad Inca Garcilaso de la Vega,Lima,Mujer
2021,70102,8,2,31,2,4,10,714016,260000019,15,Lima Metropolitana,Casado,Castellano,Superior Universitaria Completa,Enfermería,Universidad de San Martín de Porres,Lima,Mujer
2021,70102,8,1,33,2,4,10,331046,260000059,15,Lima Metropolitana,Casado,Castellano,Superior Universitaria Completa,Administración de Negocios,Universidad Alas Peruanas,Lima,Hombre
2021,80105,6,1,67,2,1,10,121016,160000003,8,Sierra Sur,Casado,Quechua,Superior Universitaria Completa,Educación Secundaria,Universidad Nacional de San Antonio Abad del Cusco,Cusco,Hombre
2021,80105,6,2,29,6,4,9,715056,260000059,15,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Tecnología Médica,Universidad Alas Peruanas,Lima,Mujer
2021,80105,6,1,51,2,1,10,121016,260000040,3,Sierra Sur,Casado,Quechua,Superior Universitaria Completa,Educación Secundaria,Universidad Tecnológica de los Andes,Apurímac,Hombre
2021,80105,6,2,48,2,1,10,112016,160000003,8,Sierra Sur,Casado,Quechua,Superior Universitaria Completa,Educación Primaria,Universidad Nacional de San Antonio Abad del Cusco,Cusco,Mujer
2021,80105,6,2,29,6,4,10,211036,160000003,8,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Arqueología,Universidad Nacional de San Antonio Abad del Cusco,Cusco,Mujer
2021,80105,6,2,20,6,4,9,121016,160000003,8,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Educación Secundaria,Universidad Nacional de San Antonio Abad del Cusco,Cusco,Mujer
2021,80105,6,1,77,2,4,10,411016,160000003,8,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Biología,Universidad Nacional de San Antonio Abad del Cusco,Cusco,Hombre
2021,80105,6,1,36,1,4,9,531016,260000059,15,Sierra Sur,Conviviente,Castellano,Superior Universitaria Incompleta,Ingeniería Civil,Universidad Alas Peruanas,Lima,Hombre
2021,80105,6,2,33,1,4,10,331036,160000003,8,Sierra Sur,Conviviente,Castellano,Superior Universitaria Completa,Administración de Empresas,Universidad Nacional de San Antonio Abad del Cusco,Cusco,Mujer
2021,80105,6,1,37,6,4,10,511056,160000003,8,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Ingeniería de Sistemas e Informática   1/,Universidad Nacional de San Antonio Abad del Cusco,Cusco,Hombre
2021,80801,6,1,31,1,1,10,331036,160000005,4,Sierra Sur,Conviviente,Quechua,Superior Universitaria Completa,Administración de Empresas,Universidad Nacional de San Agustín,Arequipa,Hombre
2021,80801,6,2,30,6,4,10,342056,160000003,8,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Contabilidad,Universidad Nacional de San Antonio Abad del Cusco,Cusco,Mujer
2021,80801,6,2,25,6,4,9,341026,260000039,8,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Economía,Universidad Andina del Cusco,Cusco,Mujer
2021,100102,5,1,61,1,4,9,342056,160000023,10,Sierra Centro,Conviviente,Castellano,Superior Universitaria Incompleta,Contabilidad,Universidad Nacional Hermilio Valdizán,Huánuco,Hombre
2021,100102,5,2,54,1,1,10,112016,160000001,15,Sierra Centro,Conviviente,Quechua,Superior Universitaria Completa,Educación Primaria,Universidad Nacional Mayor de San Marcos,Lima,Mujer
2021,100102,5,1,22,6,4,9,511026,260000054,15,Sierra Centro,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería de Sistemas,Universidad Peruana de Ciencias Aplicadas,Lima,Hombre
2021,100102,5,1,18,6,4,9,341026,160000023,10,Sierra Centro,Soltero,Castellano,Superior Universitaria Incompleta,Economía,Universidad Nacional Hermilio Valdizán,Huánuco,Hombre
2021,100102,5,2,52,5,4,10,611016,160000023,10,Sierra Centro,Separado,Castellano,Superior Universitaria Completa,Agronomía,Universidad Nacional Hermilio Valdizán,Huánuco,Mujer
2021,100402,5,1,22,6,1,9,112016,160000023,10,Sierra Centro,Soltero,Quechua,Superior Universitaria Incompleta,Educación Primaria,Universidad Nacional Hermilio Valdizán,Huánuco,Hombre
2021,110106,2,2,22,1,4,9,714016,260000064,15,Costa Centro,Conviviente,Castellano,Superior Universitaria Incompleta,Enfermería,"Asociación Universidad Privada ""San Juan Bautista""",Lima,Mujer
2021,110106,2,2,54,5,4,10,342056,160000009,11,Costa Centro,Separado,Castellano,Superior Universitaria Completa,Contabilidad,Universidad Nacional San Luis Gonzaga,Ica,Mujer
2021,110106,2,2,54,2,4,9,341026,160000009,11,Costa Centro,Casado,Castellano,Superior Universitaria Incompleta,Economía,Universidad Nacional San Luis Gonzaga,Ica,Mujer
2021,110106,2,1,33,6,4,9,313016,260000059,15,Costa Centro,Soltero,Castellano,Superior Universitaria Incompleta,Psicología,Universidad Alas Peruanas,Lima,Hombre
2021,110106,2,1,20,6,4,9,342056,160000009,11,Costa Centro,Soltero,Castellano,Superior Universitaria Incompleta,Contabilidad,Universidad Nacional San Luis Gonzaga,Ica,Hombre
2021,110201,2,1,30,6,4,10,331046,260000064,15,Costa Centro,Soltero,Castellano,Superior Universitaria Completa,Administración de Negocios,"Asociación Universidad Privada ""San Juan Bautista""",Lima,Hombre
2021,110201,2,1,19,6,4,9,331016,160000009,11,Costa Centro,Soltero,Castellano,Superior Universitaria Incompleta,Administración,Universidad Nacional San Luis Gonzaga,Ica,Hombre
2021,110503,2,2,22,6,4,9,714016,260000064,15,Costa Centro,Soltero,Castellano,Superior Universitaria Incompleta,Enfermería,"Asociación Universidad Privada ""San Juan Bautista""",Lima,Mujer
2021,120114,5,1,44,1,4,10,331036,160000021,15,Sierra Centro,Conviviente,Castellano,Superior Universitaria Completa,Administración de Empresas,Universidad Nacional Federico Villarreal,Lima,Hombre
2021,120114,5,2,20,6,4,9,331136,260000037,12,Sierra Centro,Soltero,Castellano,Superior Universitaria Incompleta,Administración y Sistemas,Universidad Peruana Los Andes,Junín,Mujer
2021,120114,5,1,27,6,4,9,712056,260000037,12,Sierra Centro,Soltero,Castellano,Superior Universitaria Incompleta,Nutrición Humana,Universidad Peruana Los Andes,Junín,Hombre
2021,120114,5,1,37,2,4,10,511026,260000037,12,Sierra Centro,Casado,Castellano,Superior Universitaria Completa,Ingeniería de Sistemas,Universidad Peruana Los Andes,Junín,Hombre
2021,120114,5,2,29,2,4,10,342056,260000037,12,Sierra Centro,Casado,Castellano,Superior Universitaria Completa,Contabilidad,Universidad Peruana Los Andes,Junín,Mujer
2021,120107,5,2,27,6,4,10,594056,260000067,12,Sierra Centro,Soltero,Castellano,Superior Universitaria Completa,Ingeniería Ambiental,Universidad Continental,Junín,Mujer
2021,120107,5,1,35,6,4,11,526036,160000010,12,Sierra Centro,Soltero,Castellano,Maestria/doctorado,Ingeniería Mecánica,Universidad Nacional del Centro del Perú,Junín,Hombre
2021,120107,5,1,65,1,1,9,351016,260000037,12,Sierra Centro,Conviviente,Quechua,Superior Universitaria Incompleta,Derecho,Universidad Peruana Los Andes,Junín,Hombre
2021,120701,5,2,33,1,4,10,511026,260000065,15,Sierra Centro,Conviviente,Castellano,Superior Universitaria Completa,Ingeniería de Sistemas,Universidad Tecnológica del Perú,Lima,Mujer
2021,120701,5,2,31,5,4,9,331136,260000037,12,Sierra Centro,Separado,Castellano,Superior Universitaria Incompleta,Administración y Sistemas,Universidad Peruana Los Andes,Junín,Mujer
2021,120701,5,2,23,6,4,9,341026,260000052,13,Sierra Centro,Soltero,Castellano,Superior Universitaria Incompleta,Economía,Universidad Particular César Vallejo,La Libertad,Mujer
2021,120201,5,2,26,1,4,9,342056,260000037,12,Sierra Centro,Conviviente,Castellano,Superior Universitaria Incompleta,Contabilidad,Universidad Peruana Los Andes,Junín,Mujer
2021,120201,5,1,43,2,4,11,511026,160000010,12,Sierra Centro,Casado,Castellano,Maestria/doctorado,Ingeniería de Sistemas,Universidad Nacional del Centro del Perú,Junín,Hombre
2021,120201,5,2,44,2,4,10,121256,160000051,99,Sierra Centro,Casado,Castellano,Superior Universitaria Completa,Educación Secundaria - Comunicación,Universidad Nacional de Huancavelica,,Mujer
2021,120201,5,1,18,6,4,9,524026,260000067,99,Sierra Centro,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería Eléctrica,Universidad Continental,,Hombre
2021,120404,5,2,62,5,4,10,714016,160000010,12,Sierra Centro,Separado,Castellano,Superior Universitaria Completa,Enfermería,Universidad Nacional del Centro del Perú,Junín,Mujer
2021,120404,5,2,55,6,4,11,121366,160000001,15,Sierra Centro,Soltero,Castellano,Maestria/doctorado,Educación Secundaria - Inglés,Universidad Nacional Mayor de San Marcos,Lima,Mujer
2021,120404,5,2,25,6,4,10,715056,260000059,15,Sierra Centro,Soltero,Castellano,Superior Universitaria Completa,Tecnología Médica,Universidad Alas Peruanas,Lima,Mujer
2021,120404,5,2,24,6,4,10,594056,260000059,15,Sierra Centro,Soltero,Castellano,Superior Universitaria Completa,Ingeniería Ambiental,Universidad Alas Peruanas,Lima,Mujer
2021,120404,5,1,63,1,4,10,351056,260000037,12,Sierra Centro,Conviviente,Castellano,Superior Universitaria Completa,Derecho y Ciencias Políticas   1/,Universidad Peruana Los Andes,Junín,Hombre
2021,120404,5,2,59,1,4,10,331016,160000010,12,Sierra Centro,Conviviente,Castellano,Superior Universitaria Completa,Administración,Universidad Nacional del Centro del Perú,Junín,Mujer
2021,120404,5,2,26,6,4,10,342056,260000037,12,Sierra Centro,Soltero,Castellano,Superior Universitaria Completa,Contabilidad,Universidad Peruana Los Andes,Junín,Mujer
2021,120404,5,1,53,1,4,9,611016,160000089,3,Sierra Centro,Conviviente,Castellano,Superior Universitaria Incompleta,Agronomía,"Universidad Nacional ""José María Arguedas""",Apurímac,Hombre
2021,140101,1,2,52,2,4,10,112016,160000031,14,Costa Norte,Casado,Castellano,Superior Universitaria Completa,Educación Primaria,Universidad Nacional Pedro Ruíz Gallo,Lambayeque,Mujer
2021,140101,1,1,60,2,4,10,342056,160000031,14,Costa Norte,Casado,Castellano,Superior Universitaria Completa,Contabilidad,Universidad Nacional Pedro Ruíz Gallo,Lambayeque,Hombre
2021,140101,1,1,23,6,4,9,511076,999999999,98,Costa Norte,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería de Sistemas y Computación  2/,,,Hombre
2021,140101,1,1,68,3,4,10,121186,160000031,14,Costa Norte,Viudo,Castellano,Superior Universitaria Completa,Educación Secundaria - Ciencias Sociales - Historia,Universidad Nacional Pedro Ruíz Gallo,Lambayeque,Hombre
2021,140101,1,2,41,5,4,9,322026,260000100,15,Costa Norte,Separado,Castellano,Superior Universitaria Incompleta,Periodismo,Universidad Jaime Bausate y Meza 1/,Lima,Mujer
2021,140101,1,2,68,2,4,10,112016,160000031,14,Costa Norte,Casado,Castellano,Superior Universitaria Completa,Educación Primaria,Universidad Nacional Pedro Ruíz Gallo,Lambayeque,Mujer
2021,140101,1,1,18,6,4,9,711026,260000019,15,Costa Norte,Soltero,Castellano,Superior Universitaria Incompleta,Medicina Humana,Universidad de San Martín de Porres,Lima,Hombre
2021,140101,1,1,61,2,4,10,531016,160000031,14,Costa Norte,Casado,Castellano,Superior Universitaria Completa,Ingeniería Civil,Universidad Nacional Pedro Ruíz Gallo,Lambayeque,Hombre
2021,140101,1,2,58,2,4,11,714016,160000031,14,Costa Norte,Casado,Castellano,Maestria/doctorado,Enfermería,Universidad Nacional Pedro Ruíz Gallo,Lambayeque,Mujer
2021,140101,1,2,41,2,4,10,342056,160000026,19,Costa Norte,Casado,Castellano,Superior Universitaria Completa,Contabilidad,Universidad Nacional Daniel Alcídes Carrión,Pasco,Mujer
2021,140101,1,1,41,2,4,10,423056,160000005,4,Costa Norte,Casado,Castellano,Superior Universitaria Completa,Ingeniería Geológica,Universidad Nacional de San Agustín,Arequipa,Hombre
2021,140101,1,1,47,2,4,9,531016,160000031,14,Costa Norte,Casado,Castellano,Superior Universitaria Incompleta,Ingeniería Civil,Universidad Nacional Pedro Ruíz Gallo,Lambayeque,Hombre
2021,140101,1,1,25,6,4,9,331016,260000069,14,Costa Norte,Soltero,Castellano,Superior Universitaria Incompleta,Administración,Universidad Católica Santo Toribio de Mogrovejo,Lambayeque,Hombre
2021,140101,1,1,51,2,4,11,533026,260000044,14,Costa Norte,Casado,Castellano,Maestria/doctorado,Arquitectura,Universidad Particular de Chiclayo,Lambayeque,Hombre
2021,140101,1,2,44,2,4,11,342056,260000072,14,Costa Norte,Casado,Castellano,Maestria/doctorado,Contabilidad,Universidad Particular Señor de Sipán S.A.C.,Lambayeque,Mujer
2021,140101,1,1,20,6,4,9,351016,260000052,13,Costa Norte,Soltero,Castellano,Superior Universitaria Incompleta,Derecho,Universidad Particular César Vallejo,La Libertad,Hombre
2021,140105,1,1,52,2,4,10,211036,160000004,13,Costa Norte,Casado,Castellano,Superior Universitaria Completa,Arqueología,Universidad Nacional de Trujillo,La Libertad,Hombre
2021,140105,1,2,27,6,4,10,351016,260000052,13,Costa Norte,Soltero,Castellano,Superior Universitaria Completa,Derecho,Universidad Particular César Vallejo,La Libertad,Mujer
2021,140105,1,1,26,6,4,9,531016,260000052,13,Costa Norte,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería Civil,Universidad Particular César Vallejo,La Libertad,Hombre
2021,140106,1,2,27,6,4,10,332116,260000069,14,Costa Norte,Soltero,Castellano,Superior Universitaria Completa,Administración Hotelera y de Servicios,Universidad Católica Santo Toribio de Mogrovejo,Lambayeque,Mujer
2021,140106,1,1,19,6,4,9,351016,260000069,14,Costa Norte,Soltero,Castellano,Superior Universitaria Incompleta,Derecho,Universidad Católica Santo Toribio de Mogrovejo,Lambayeque,Hombre
2021,140106,1,2,56,2,4,10,112016,160000016,6,Costa Norte,Casado,Castellano,Superior Universitaria Completa,Educación Primaria,Universidad Nacional de Cajamarca,Cajamarca,Mujer
2021,140106,1,1,20,6,4,9,523046,260000072,14,Costa Norte,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería Agroindustrial y Comercio Exterior,Universidad Particular Señor de Sipán S.A.C.,Lambayeque,Hombre
2021,140112,1,2,36,1,4,10,351016,260000072,14,Costa Norte,Conviviente,Castellano,Superior Universitaria Completa,Derecho,Universidad Particular Señor de Sipán S.A.C.,Lambayeque,Mujer
2021,140112,1,1,48,1,4,11,351016,260000072,14,Costa Norte,Conviviente,Castellano,Maestria/doctorado,Derecho,Universidad Particular Señor de Sipán S.A.C.,Lambayeque,Hombre
2021,140112,1,2,25,6,4,10,341026,160000031,14,Costa Norte,Soltero,Castellano,Superior Universitaria Completa,Economía,Universidad Nacional Pedro Ruíz Gallo,Lambayeque,Mujer
2021,140112,1,1,18,6,4,9,331036,260000072,14,Costa Norte,Soltero,Castellano,Superior Universitaria Incompleta,Administración de Empresas,Universidad Particular Señor de Sipán S.A.C.,Lambayeque,Hombre
