ANIO,NOM_DOMINIO_G,NOM_IDIOMA,SEXO,EDAD,NOM_ESTADO_CIVIL,NOM_GRADO_ESTUDIOS,COD_CARRERA_UNI,COD_CENTRO_ESTUDIOS,COD_DEPARTAMENTO,NOM_CARRERA_UNI,NOM_CENTRO_ESTUDIOS,NOM_DEPARTAMENTO
2017,sierra norte,castellano,hombre,22,soltero(a),superior universitaria incompleta,341026,260000057,15,Economía,Universidad Particular San Ignacio de Loyola,Lima
2017,sierra norte,castellano,hombre,59,casado(a),superior universitaria completa,423056,160000001,15,Ingeniería Geológica,Universidad Nacional Mayor de San Marcos,Lima
2017,sierra norte,castellano,hombre,21,soltero(a),superior universitaria incompleta,331206,260000055,13,Ingeniería Empresarial,Universidad Particular del Norte,La Libertad
2017,sierra norte,castellano,mujer,37,separado(a),superior universitaria completa,342056,260000059,15,Contabilidad,Universidad Alas Peruanas,Lima
2017,sierra norte,castellano,hombre,30,soltero(a),superior universitaria completa,531016,260000046,13,Ingeniería Civil,Universidad P. Antenor Orrego,La Libertad
2017,sierra norte,castellano,hombre,27,soltero(a),superior universitaria completa,713026,160000021,15,Odontología,Universidad Nacional Federico Villarreal,Lima
2017,sierra norte,castellano,hombre,29,soltero(a),superior universitaria completa,714016,160000076,1,Enfermería,Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas,Amazonas
2017,sierra norte,castellano,hombre,20,soltero(a),superior universitaria incompleta,351056,160000076,1,Derecho y Ciencias Políticas   1/,Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas,Amazonas
2017,sierra norte,castellano,hombre,25,separado(a),superior universitaria incompleta,313016,260000024,15,Psicología,Universidad Inca Garcilaso de la Vega,Lima
2017,sierra norte,castellano,mujer,37,casado(a),superior universitaria incompleta,121066,160000025,15,Educación Secundaria - Biología y Química,Universidad Nacional de Educación E.G.V.,Lima
2017,sierra norte,castellano,hombre,21,soltero(a),superior universitaria incompleta,714016,160000076,1,Enfermería,Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas,Amazonas
2017,sierra norte,castellano,mujer,28,separado(a),superior universitaria incompleta,714016,160000076,1,Enfermería,Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas,Amazonas
2017,sierra norte,castellano,hombre,23,soltero(a),superior universitaria incompleta,423056,160000001,15,Ingeniería Geológica,Universidad Nacional Mayor de San Marcos,Lima
2017,sierra norte,castellano,hombre,29,conviviente,superior universitaria completa,112016,160000076,1,Educación Primaria,Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas,Amazonas
2017,sierra norte,castellano,mujer,22,conviviente,superior universitaria incompleta,313016,160000076,1,Psicología,Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas,Amazonas
2017,sierra norte,castellano,hombre,43,soltero(a),superior universitaria completa,533026,260000046,13,Arquitectura,Universidad P. Antenor Orrego,La Libertad
2017,sierra norte,castellano,hombre,49,soltero(a),superior universitaria completa,342056,260000024,15,Contabilidad,Universidad Inca Garcilaso de la Vega,Lima
2017,sierra norte,castellano,hombre,34,soltero(a),superior universitaria completa,332066,160000076,1,Administración en Turismo,Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas,Amazonas
2017,sierra norte,castellano,mujer,38,soltero(a),superior universitaria completa,111026,160000004,13,Educación Inicial,Universidad Nacional de Trujillo,La Libertad
2017,sierra norte,castellano,hombre,27,soltero(a),superior universitaria completa,332326,160000076,1,Turismo y Administración,Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas,Amazonas
2017,sierra norte,castellano,hombre,24,soltero(a),superior universitaria completa,412016,160000076,1,Ingeniería Zootecnia   1/,Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas,Amazonas
2017,sierra norte,castellano,mujer,24,soltero(a),superior universitaria completa,342056,260000059,15,Contabilidad,Universidad Alas Peruanas,Lima
2017,sierra norte,castellano,mujer,28,conviviente,superior universitaria completa,332326,160000076,1,Turismo y Administración,Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas,Amazonas
2017,sierra norte,castellano,hombre,71,casado(a),superior universitaria completa,531016,160000031,14,Ingeniería Civil,Universidad Nacional Pedro Ruíz Gallo,Lambayeque
2017,sierra norte,castellano,hombre,32,soltero(a),superior universitaria completa,533026,260000044,14,Arquitectura,Universidad Particular de Chiclayo,Lambayeque
2017,sierra norte,castellano,mujer,20,soltero(a),superior universitaria incompleta,713026,160000076,1,Odontología,Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas,Amazonas
2017,sierra norte,castellano,mujer,54,soltero(a),superior universitaria completa,111026,160000031,14,Educación Inicial,Universidad Nacional Pedro Ruíz Gallo,Lambayeque
2017,sierra norte,castellano,hombre,51,casado(a),superior universitaria completa,121456,160000031,14,Educación Secundaria - Matemática,Universidad Nacional Pedro Ruíz Gallo,Lambayeque
2017,sierra norte,castellano,hombre,19,soltero(a),superior universitaria incompleta,351016,260000059,15,Derecho,Universidad Alas Peruanas,Lima
2017,sierra norte,castellano,hombre,48,casado(a),superior universitaria completa,611106,160000031,14,Ingeniería Agrónoma,Universidad Nacional Pedro Ruíz Gallo,Lambayeque
2017,sierra norte,castellano,mujer,47,casado(a),superior universitaria completa,313016,260000024,15,Psicología,Universidad Inca Garcilaso de la Vega,Lima
2017,sierra norte,castellano,mujer,31,casado(a),superior universitaria incompleta,331016,160000076,1,Administración,Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas,Amazonas
2017,sierra norte,castellano,mujer,76,viudo(a),superior universitaria completa,112016,260000020,15,Educación Primaria,Universidad Femenina del Sagrado Corazón,Lima
2017,sierra norte,castellano,hombre,24,soltero(a),superior universitaria incompleta,331016,160000027,15,Administración,Universidad Nacional del Callao,Lima
2017,sierra norte,castellano,mujer,28,soltero(a),superior universitaria completa,523026,160000076,1,Ingeniería Agroindustrial,Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas,Amazonas
2017,sierra norte,castellano,mujer,62,casado(a),superior universitaria completa,714016,260000014,15,Enfermería,Universidad Peruana Cayetano Heredia,Lima
2017,sierra norte,castellano,hombre,22,soltero(a),superior universitaria incompleta,411016,160000007,15,Biología,Universidad Nacional Agraria La Molina,Lima
2017,sierra norte,castellano,hombre,37,casado(a),superior universitaria completa,331016,260000055,13,Administración,Universidad Particular del Norte,La Libertad
2017,sierra norte,castellano,mujer,31,soltero(a),superior universitaria completa,342056,160000027,15,Contabilidad,Universidad Nacional del Callao,Lima
2017,sierra norte,castellano,mujer,45,casado(a),superior universitaria completa,714016,160000076,1,Enfermería,Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas,Amazonas
2017,sierra norte,castellano,hombre,30,soltero(a),superior universitaria completa,214016,260000052,13,Idiomas,Universidad Particular César Vallejo,La Libertad
2017,sierra norte,castellano,mujer,28,conviviente,superior universitaria completa,342056,260000059,15,Contabilidad,Universidad Alas Peruanas,Lima
2017,sierra norte,castellano,hombre,40,casado(a),superior universitaria completa,412016,160000031,14,Ingeniería Zootecnia   1/,Universidad Nacional Pedro Ruíz Gallo,Lambayeque
2017,sierra norte,castellano,mujer,38,soltero(a),superior universitaria completa,331016,260000052,13,Administración,Universidad Particular César Vallejo,La Libertad
2017,sierra norte,castellano,hombre,31,conviviente,superior universitaria completa,523026,160000076,1,Ingeniería Agroindustrial,Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas,Amazonas
2017,sierra norte,castellano,hombre,37,separado(a),superior universitaria incompleta,341026,260000046,13,Economía,Universidad P. Antenor Orrego,La Libertad
2017,sierra norte,castellano,mujer,33,separado(a),superior universitaria incompleta,331036,260000052,13,Administración de Empresas,Universidad Particular César Vallejo,La Libertad
2017,sierra norte,castellano,hombre,59,soltero(a),superior universitaria completa,342036,160000031,14,Ciencias Contables,Universidad Nacional Pedro Ruíz Gallo,Lambayeque
2017,sierra norte,castellano,hombre,58,casado(a),superior universitaria incompleta,412026,160000007,15,Zootecnia,Universidad Nacional Agraria La Molina,Lima
2017,sierra norte,castellano,mujer,55,casado(a),superior universitaria completa,121186,160000004,13,Educación Secundaria - Ciencias Sociales - Historia,Universidad Nacional de Trujillo,La Libertad
2017,sierra norte,castellano,mujer,23,soltero(a),superior universitaria incompleta,335026,260000019,15,Administración de Negocios Internacionales   1/,Universidad de San Martín de Porres,Lima
2017,sierra norte,castellano,hombre,32,soltero(a),superior universitaria completa,523026,160000076,1,Ingeniería Agroindustrial,Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas,Amazonas
2017,sierra norte,castellano,hombre,25,separado(a),superior universitaria completa,224036,171130210,14,Música,Educación Superior Artística - ESFA Ernesto Lopez Mindreau,Lambayeque
2017,sierra norte,castellano,mujer,23,soltero(a),superior universitaria incompleta,714016,160000076,1,Enfermería,Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas,Amazonas
2017,sierra norte,castellano,hombre,41,casado(a),superior universitaria completa,121246,160000076,1,Educación Secundaria - Computación e Informática,Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas,Amazonas
2017,sierra norte,castellano,mujer,20,soltero(a),superior universitaria incompleta,331036,160000076,1,Administración de Empresas,Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas,Amazonas
2017,selva,otra lengua nativa,mujer,21,soltero(a),superior universitaria incompleta,511106,260000137,1,Ingeniería de Sistemas y Telemática,Universidad de la Amazonía Mario Peláez Bazán,Amazonas
