COD_CENTRO_ESTUDIOS,NOM_CENTRO_ESTUDIOS
130276212,Centros De Educación Técnico Productiva (CETPRO) Manuel Corpus De La Cruz
130531731,Centros De Educación Técnico Productiva (CETPRO) Manuel Muro De Barragan
130362657,Centros De Educación Técnico Productiva (CETPRO) Manuel T. Calle Escajadillo
130450239,Centros De Educación Técnico Productiva (CETPRO) Manuela Felicia Gomez
131155308,Centros De Educación Técnico Productiva (CETPRO) Mañazo
130735795,Centros De Educación Técnico Productiva (CETPRO) Marcara
130635094,Centros De Educación Técnico Productiva (CETPRO) Margarita Gonzales De Danker
130330084,Centros De Educación Técnico Productiva (CETPRO) Margarita Gonzales De Dankers
130607226,Centros De Educación Técnico Productiva (CETPRO) Maria Auxiliadora
131231588,Centros De Educación Técnico Productiva (CETPRO) Maria Auxiliadora
131165067,Centros De Educación Técnico Productiva (CETPRO) Maria De Los Angeles
130719138,Centros De Educación Técnico Productiva (CETPRO) Maria De Nazareth
131272939,Centros De Educación Técnico Productiva (CETPRO) Marina De Guerra Del Peru
131198175,Centros De Educación Técnico Productiva (CETPRO) Mariscal Caceres
130656488,Centros De Educación Técnico Productiva (CETPRO) Marquez
130905521,Centros De Educación Técnico Productiva (CETPRO) Matacoto
131527563,Centros De Educación Técnico Productiva (CETPRO) Maynas
130568600,Centros De Educación Técnico Productiva (CETPRO) Mendoza
130482398,Centros De Educación Técnico Productiva (CETPRO) Micaela Bastidas
130520825,Centros De Educación Técnico Productiva (CETPRO) Micaela Bastidas
130533364,Centros De Educación Técnico Productiva (CETPRO) Micaela Bastidas
130576017,Centros De Educación Técnico Productiva (CETPRO) Micaela Bastidas
131027648,Centros De Educación Técnico Productiva (CETPRO) Micaela Bastidas
131446624,Centros De Educación Técnico Productiva (CETPRO) Micaela Bastidas
131158823,Centros De Educación Técnico Productiva (CETPRO) Micaela Bastidas Puyuccava
131365923,Centros De Educación Técnico Productiva (CETPRO) Miguel Augusto Paredes Bocanegra
130519785,Centros De Educación Técnico Productiva (CETPRO) Miguel Domingo Gonzales
130686048,Centros De Educación Técnico Productiva (CETPRO) Miguel Flores Blackadder
131553171,Centros De Educación Técnico Productiva (CETPRO) Miguel Grau Seminario
131158088,Centros De Educación Técnico Productiva (CETPRO) Mochumi
130761361,Centros De Educación Técnico Productiva (CETPRO) Monitor Huascar
130357079,Centros De Educación Técnico Productiva (CETPRO) Morropon
130620344,Centros De Educación Técnico Productiva (CETPRO) Motupe
130774943,Centros De Educación Técnico Productiva (CETPRO) Municipal De Chorrillos
130209668,Centros De Educación Técnico Productiva (CETPRO) Naciones Unidas
131240761,Centros De Educación Técnico Productiva (CETPRO) Naciones Unidas
130467860,Centros De Educación Técnico Productiva (CETPRO) Nasca
131330851,Centros De Educación Técnico Productiva (CETPRO) Natividad
130566604,Centros De Educación Técnico Productiva (CETPRO) Nauta
130357087,Centros De Educación Técnico Productiva (CETPRO) Negritos Talara Alta
131223221,Centros De Educación Técnico Productiva (CETPRO) Nestor Escudero Otero
130618256,Centros De Educación Técnico Productiva (CETPRO) Nicasio
130693044,Centros De Educación Técnico Productiva (CETPRO) Nicolas De Pierola
130263152,Centros De Educación Técnico Productiva (CETPRO) Nieva
131330869,Centros De Educación Técnico Productiva (CETPRO) Niño Jesus De Turpo
130625103,Centros De Educación Técnico Productiva (CETPRO) Nissel (Fusion De Ceo'S)
131598713,Centros De Educación Técnico Productiva (CETPRO) Nº14 Jose Olaya Balandra
131215334,Centros De Educación Técnico Productiva (CETPRO) Noe Moises Ybañez Davalos
130393835,Centros De Educación Técnico Productiva (CETPRO) Nuestra Señora De Alta Gracia
130453936,Centros De Educación Técnico Productiva (CETPRO) Nuestra Señora De Fatima
130450296,Centros De Educación Técnico Productiva (CETPRO) Nuestra Señora De Guadalupe
131159177,Centros De Educación Técnico Productiva (CETPRO) Nuestra Señora De La Candelaria
130209635,Centros De Educación Técnico Productiva (CETPRO) Nuestra Señora De Las Mercedes
130276246,Centros De Educación Técnico Productiva (CETPRO) Nuestra Señora De Las Mercedes
130479550,Centros De Educación Técnico Productiva (CETPRO) Nuestra Señora De Las Mercedes
130329912,Centros De Educación Técnico Productiva (CETPRO) Nuestra Señora De Lourdes
130620047,Centros De Educación Técnico Productiva (CETPRO) Nuestra Señora De Lourdes
131194489,Centros De Educación Técnico Productiva (CETPRO) Nuestra Señora De Lourdes
130531939,Centros De Educación Técnico Productiva (CETPRO) Nuestra Señora Del Carmen
130534057,Centros De Educación Técnico Productiva (CETPRO) Nuestra Señora Del Carmen
130635482,Centros De Educación Técnico Productiva (CETPRO) Nuestra Señora Del Carmen
130661421,Centros De Educación Técnico Productiva (CETPRO) Nueva Esperanza
131122134,Centros De Educación Técnico Productiva (CETPRO) Nueva Requena
130599027,Centros De Educación Técnico Productiva (CETPRO) Ocaña
131090182,Centros De Educación Técnico Productiva (CETPRO) Ocobamba
131126812,Centros De Educación Técnico Productiva (CETPRO) Omate (Fusion De Ceo)
130746651,Centros De Educación Técnico Productiva (CETPRO) Orellana
130594721,Centros De Educación Técnico Productiva (CETPRO) Oscar Arnulfo Romero
131272244,Centros De Educación Técnico Productiva (CETPRO) Otoca
130393827,Centros De Educación Técnico Productiva (CETPRO) Otuzco
131155563,Centros De Educación Técnico Productiva (CETPRO) Pacanga
130393819,Centros De Educación Técnico Productiva (CETPRO) Pacasmayo
131121581,Centros De Educación Técnico Productiva (CETPRO) Padre Abad
130897231,Centros De Educación Técnico Productiva (CETPRO) Padre Francois Delatte
130547869,Centros De Educación Técnico Productiva (CETPRO) Padre Jesus Garcia
130598938,Centros De Educación Técnico Productiva (CETPRO) Paico
130714428,Centros De Educación Técnico Productiva (CETPRO) Palpa
131323054,Centros De Educación Técnico Productiva (CETPRO) Paucar
130515031,Centros De Educación Técnico Productiva (CETPRO) Paucartambo
130849638,Centros De Educación Técnico Productiva (CETPRO) Paucas (Fusion De Ceos)
130330027,Centros De Educación Técnico Productiva (CETPRO) Pedro Paulet
130608307,Centros De Educación Técnico Productiva (CETPRO) Pedro Ronceros Calderon
130777151,Centros De Educación Técnico Productiva (CETPRO) Peru
131024298,Centros De Educación Técnico Productiva (CETPRO) Peru Birf A-28
131397330,Centros De Educación Técnico Productiva (CETPRO) Peruano Español Gamaniel Velarde Guarda
131267855,Centros De Educación Técnico Productiva (CETPRO) Pihuicho Isla
130755165,Centros De Educación Técnico Productiva (CETPRO) Pilcuyo
131323062,Centros De Educación Técnico Productiva (CETPRO) Pillao
130332759,Centros De Educación Técnico Productiva (CETPRO) Piloto Femenino De Lima
130769174,Centros De Educación Técnico Productiva (CETPRO) Pirca
130484527,Centros De Educación Técnico Productiva (CETPRO) Pisco
130522086,Centros De Educación Técnico Productiva (CETPRO) Pomabamba
130749556,Centros De Educación Técnico Productiva (CETPRO) Pomacochas
131581875,Centros De Educación Técnico Productiva (CETPRO) Pontificia Catolica Santa Maria
131521152,Centros De Educación Técnico Productiva (CETPRO) Precursores De La Independencia Nac
131495381,Centros De Educación Técnico Productiva (CETPRO) Presentacion De Maria N°41
130601609,Centros De Educación Técnico Productiva (CETPRO) Previ
131598994,Centros De Educación Técnico Productiva (CETPRO) Proder 002 Pampas Hospital
131598739,Centros De Educación Técnico Productiva (CETPRO) Proder 005-El Tablazo
130516815,Centros De Educación Técnico Productiva (CETPRO) Proeo - Aucayacu
130567172,Centros De Educación Técnico Productiva (CETPRO) Progreso
131459163,Centros De Educación Técnico Productiva (CETPRO) Progreso Colon
130663328,Centros De Educación Técnico Productiva (CETPRO) Progreso Ii Sector
130450189,Centros De Educación Técnico Productiva (CETPRO) Promae Artes Graficas
130533356,Centros De Educación Técnico Productiva (CETPRO) Promae Breña
130522623,Centros De Educación Técnico Productiva (CETPRO) Promae Comas
130450254,Centros De Educación Técnico Productiva (CETPRO) Promae Magdalena
130437889,Centros De Educación Técnico Productiva (CETPRO) Promae Rimac
130537456,Centros De Educación Técnico Productiva (CETPRO) Promae Villa El Salvador
130240044,Centros De Educación Técnico Productiva (CETPRO) Pucara
130927889,Centros De Educación Técnico Productiva (CETPRO) Pueblo Joven Centenario
131156009,Centros De Educación Técnico Productiva (CETPRO) Pueblo Nuevo
131451137,Centros De Educación Técnico Productiva (CETPRO) Puente Mayta
130817601,Centros De Educación Técnico Productiva (CETPRO) Puerto Callao
130922740,Centros De Educación Técnico Productiva (CETPRO) Puerto Esperanza
131177229,Centros De Educación Técnico Productiva (CETPRO) Puerto Inca
130240069,Centros De Educación Técnico Productiva (CETPRO) Puno
131141787,Centros De Educación Técnico Productiva (CETPRO) Querobamba
130567123,Centros De Educación Técnico Productiva (CETPRO) Quiches
130770032,Centros De Educación Técnico Productiva (CETPRO) Quilcata
130618280,Centros De Educación Técnico Productiva (CETPRO) Quillisani
130600239,Centros De Educación Técnico Productiva (CETPRO) Quilmana (Fusion De Ceo'S)
130737213,Centros De Educación Técnico Productiva (CETPRO) Quiquijana
131527506,Centros De Educación Técnico Productiva (CETPRO) Quistococha
131444272,Centros De Educación Técnico Productiva (CETPRO) Ramon Zavala
130905463,Centros De Educación Técnico Productiva (CETPRO) Ranrahirca
130412122,Centros De Educación Técnico Productiva (CETPRO) Recuay
130661280,Centros De Educación Técnico Productiva (CETPRO) Renacer
130643957,Centros De Educación Técnico Productiva (CETPRO) Republica De Chile
130637603,Centros De Educación Técnico Productiva (CETPRO) Republica Federal De Yugoslavia
130576108,Centros De Educación Técnico Productiva (CETPRO) Ricardo Laszeuzki Skafinaki
131148444,Centros De Educación Técnico Productiva (CETPRO) Ricardo Palma
131345479,Centros De Educación Técnico Productiva (CETPRO) Rikcharisun
130438028,Centros De Educación Técnico Productiva (CETPRO) Rosa De America
131163203,Centros De Educación Técnico Productiva (CETPRO) Rosa De America
130394999,Centros De Educación Técnico Productiva (CETPRO) Rosa Virginia Pelletier
130701714,Centros De Educación Técnico Productiva (CETPRO) Rosalina Quintana De Lafosse
130901926,Centros De Educación Técnico Productiva (CETPRO) Sagrada Familia
130428011,Centros De Educación Técnico Productiva (CETPRO) Sagrado Corazon De Jesus
130574665,Centros De Educación Técnico Productiva (CETPRO) Sagrado Corazon De Jesus
131060599,Centros De Educación Técnico Productiva (CETPRO) Sagrado Corazon De Jesus
131310143,Centros De Educación Técnico Productiva (CETPRO) San Andres
131024306,Centros De Educación Técnico Productiva (CETPRO) San Anton
131147628,Centros De Educación Técnico Productiva (CETPRO) San Antonio
131077817,Centros De Educación Técnico Productiva (CETPRO) San Antonio De Padua
130696013,Centros De Educación Técnico Productiva (CETPRO) San Benito (Fusionado Al CETPRO Contumaza)
130752428,Centros De Educación Técnico Productiva (CETPRO) San Clemente
131220615,Centros De Educación Técnico Productiva (CETPRO) San Cristobal
131209469,Centros De Educación Técnico Productiva (CETPRO) San Cristobal (Fucion De Ceo'S)
130469114,Centros De Educación Técnico Productiva (CETPRO) San Francisco
137777701,Centros De Educación Técnico Productiva (CETPRO) San Francisco
130566844,Centros De Educación Técnico Productiva (CETPRO) San Francisco De Asis
131377399,Centros De Educación Técnico Productiva (CETPRO) San Francisco De Asis
130647099,Centros De Educación Técnico Productiva (CETPRO) San Gabriel
130901850,Centros De Educación Técnico Productiva (CETPRO) San Hilarion
131001536,Centros De Educación Técnico Productiva (CETPRO) San Ignacio De Loyola
131088293,Centros De Educación Técnico Productiva (CETPRO) San Jeronimo
130753327,Centros De Educación Técnico Productiva (CETPRO) San Jose
130803064,Centros De Educación Técnico Productiva (CETPRO) San Jose
131306620,Centros De Educación Técnico Productiva (CETPRO) San Jose (Fusion De Ceos)
131084151,Centros De Educación Técnico Productiva (CETPRO) San Jose Artesano
131553254,Centros De Educación Técnico Productiva (CETPRO) San Jose Maria Escriva De Balaguer
130695700,Centros De Educación Técnico Productiva (CETPRO) San Jose Obrero
130637504,Centros De Educación Técnico Productiva (CETPRO) San Juan
130710566,Centros De Educación Técnico Productiva (CETPRO) San Juan
131148576,Centros De Educación Técnico Productiva (CETPRO) San Juan
131149533,Centros De Educación Técnico Productiva (CETPRO) San Juan
131080043,Centros De Educación Técnico Productiva (CETPRO) San Juan Bautista
130857490,Centros De Educación Técnico Productiva (CETPRO) San Juan Bautista (Fusion CETPRO-Ceo)
131523364,Centros De Educación Técnico Productiva (CETPRO) San Juan Bautista De Huangascar
131553387,Centros De Educación Técnico Productiva (CETPRO) San Juan Bosco
130635870,Centros De Educación Técnico Productiva (CETPRO) San Lorenzo
131150770,Centros De Educación Técnico Productiva (CETPRO) San Lorenzo
130905182,Centros De Educación Técnico Productiva (CETPRO) San Lorenzo De Quinti
130450346,Centros De Educación Técnico Productiva (CETPRO) San Luis
131043843,Centros De Educación Técnico Productiva (CETPRO) San Luis
130780262,Centros De Educación Técnico Productiva (CETPRO) San Luis Gonzaga
131328269,Centros De Educación Técnico Productiva (CETPRO) San Luis Gonzaga
131523000,Centros De Educación Técnico Productiva (CETPRO) San Marcelo De Yangas
130777185,Centros De Educación Técnico Productiva (CETPRO) San Marcos
131159433,Centros De Educación Técnico Productiva (CETPRO) San Martin
131017722,Centros De Educación Técnico Productiva (CETPRO) San Martin De Porras
130437863,Centros De Educación Técnico Productiva (CETPRO) San Martin De Porres
130594812,Centros De Educación Técnico Productiva (CETPRO) San Martin De Porres
130888388,Centros De Educación Técnico Productiva (CETPRO) San Martin De Porres
131349067,Centros De Educación Técnico Productiva (CETPRO) San Miguel
130285841,Centros De Educación Técnico Productiva (CETPRO) San Pablo
131137660,Centros De Educación Técnico Productiva (CETPRO) San Pablo
130393801,Centros De Educación Técnico Productiva (CETPRO) San Pedro
131353796,Centros De Educación Técnico Productiva (CETPRO) San Pedro De Palco
130479287,Centros De Educación Técnico Productiva (CETPRO) San Ramon
131208503,Centros De Educación Técnico Productiva (CETPRO) San Salvador (Fusion De Ceo)
130717660,Centros De Educación Técnico Productiva (CETPRO) San Sebastian De Sacraca
130516039,Centros De Educación Técnico Productiva (CETPRO) Santa Ana
131327147,Centros De Educación Técnico Productiva (CETPRO) Santa Ana De Huaycahuacho
131148501,Centros De Educación Técnico Productiva (CETPRO) Santa Clotilde
130627257,Centros De Educación Técnico Productiva (CETPRO) Santa Cruz
130518779,Centros De Educación Técnico Productiva (CETPRO) Santa Fortunata
130568303,Centros De Educación Técnico Productiva (CETPRO) Santa Joaquina De Vedruna
130263137,Centros De Educación Técnico Productiva (CETPRO) Santa Maria De La Merced
130620500,Centros De Educación Técnico Productiva (CETPRO) Santa Maria Magdalena
131043330,Centros De Educación Técnico Productiva (CETPRO) Santa Maria Magdalena
130763623,Centros De Educación Técnico Productiva (CETPRO) Santa Maria Mazzarello
130516120,Centros De Educación Técnico Productiva (CETPRO) Santa Rosa
130544726,Centros De Educación Técnico Productiva (CETPRO) Santa Rosa
130587857,Centros De Educación Técnico Productiva (CETPRO) Santa Rosa
131156041,Centros De Educación Técnico Productiva (CETPRO) Santa Rosa
130373985,Centros De Educación Técnico Productiva (CETPRO) Santa Rosa De Lima
130598235,Centros De Educación Técnico Productiva (CETPRO) Santa Rosa De Lima
130646687,Centros De Educación Técnico Productiva (CETPRO) Santa Teresa
130808857,Centros De Educación Técnico Productiva (CETPRO) Santa Ursula
130276204,Centros De Educación Técnico Productiva (CETPRO) Santiago
130658831,Centros De Educación Técnico Productiva (CETPRO) Santiago Antunez De Mayolo
130691675,Centros De Educación Técnico Productiva (CETPRO) Santiago Antunez De Mayolo
130724583,Centros De Educación Técnico Productiva (CETPRO) Santiago De Cao
131594399,Centros De Educación Técnico Productiva (CETPRO) Santino Brembilla Ferrari
131000462,Centros De Educación Técnico Productiva (CETPRO) Santisima Trinidad
131523414,Centros De Educación Técnico Productiva (CETPRO) Santisima Trinidad
131523489,Centros De Educación Técnico Productiva (CETPRO) Santo Animas
131148535,Centros De Educación Técnico Productiva (CETPRO) Santo Cristo De Bagazan
130663229,Centros De Educación Técnico Productiva (CETPRO) Santo Domingo Savio
131051721,Centros De Educación Técnico Productiva (CETPRO) Santo Tomas
131527191,Centros De Educación Técnico Productiva (CETPRO) Santo Tomas
131096767,Centros De Educación Técnico Productiva (CETPRO) Santo Toribio De Mogrovejo
131282433,Centros De Educación Técnico Productiva (CETPRO) Señor De Exaltacion
131523497,Centros De Educación Técnico Productiva (CETPRO) Señor De La Asencion
130587683,Centros De Educación Técnico Productiva (CETPRO) Señor De Los Milagros
130901892,Centros De Educación Técnico Productiva (CETPRO) Señor De Los Milagros
131121623,Centros De Educación Técnico Productiva (CETPRO) Señor De Los Milagros
131423839,Centros De Educación Técnico Productiva (CETPRO) Señor De Luren
131345438,Centros De Educación Técnico Productiva (CETPRO) Shosaku Nagase
130285825,Centros De Educación Técnico Productiva (CETPRO) Sicuani
131208982,Centros De Educación Técnico Productiva (CETPRO) Simon Bolivar
131146513,Centros De Educación Técnico Productiva (CETPRO) Sonconche
130598961,Centros De Educación Técnico Productiva (CETPRO) Soras
131119254,Centros De Educación Técnico Productiva (CETPRO) Soritor
131088251,Centros De Educación Técnico Productiva (CETPRO) Talavera
130598847,Centros De Educación Técnico Productiva (CETPRO) Tambo Quemado
130477083,Centros De Educación Técnico Productiva (CETPRO) Tambogrande
130572826,Centros De Educación Técnico Productiva (CETPRO) Tamishiyacu
130596148,Centros De Educación Técnico Productiva (CETPRO) Tapuc
130479352,Centros De Educación Técnico Productiva (CETPRO) Tarma
130622720,Centros De Educación Técnico Productiva (CETPRO) Tayabamba
131271923,Centros De Educación Técnico Productiva (CETPRO) Tc3 Fap Erick Diaz Cabrel
130642918,Centros De Educación Técnico Productiva (CETPRO) Tecnica Paramonga
130653717,Centros De Educación Técnico Productiva (CETPRO) Tembladera
130412130,Centros De Educación Técnico Productiva (CETPRO) Teofilo Mendez Ramos
131429828,Centros De Educación Técnico Productiva (CETPRO) The Business
130735860,Centros De Educación Técnico Productiva (CETPRO) Ticapampa
130207654,Centros De Educación Técnico Productiva (CETPRO) Tinta
131308220,Centros De Educación Técnico Productiva (CETPRO) Tomate
130515221,Centros De Educación Técnico Productiva (CETPRO) Tomayaquichua
130619775,Centros De Educación Técnico Productiva (CETPRO) Tucume
130545848,Centros De Educación Técnico Productiva (CETPRO) Tumpa
130761395,Centros De Educación Técnico Productiva (CETPRO) Tupac Amaru Ii
131156199,Centros De Educación Técnico Productiva (CETPRO) Uchumarca
131313378,Centros De Educación Técnico Productiva (CETPRO) Uranmarca
130742072,Centros De Educación Técnico Productiva (CETPRO) Uripa
130671669,Centros De Educación Técnico Productiva (CETPRO) Urubamba
130771188,Centros De Educación Técnico Productiva (CETPRO) Utcas
130593673,Centros De Educación Técnico Productiva (CETPRO) Utcubamba
130512954,Centros De Educación Técnico Productiva (CETPRO) Vedruna
130533828,Centros De Educación Técnico Productiva (CETPRO) Ventanilla
130686055,Centros De Educación Técnico Productiva (CETPRO) Victor Andres Belaunde
130744060,Centros De Educación Técnico Productiva (CETPRO) Victor R. Haya De La Torre
131444256,Centros De Educación Técnico Productiva (CETPRO) Victor Rau Haya De La Torre
130469452,Centros De Educación Técnico Productiva (CETPRO) Victor Raul Haya De La Torre
131170844,Centros De Educación Técnico Productiva (CETPRO) Victor Raul Haya De La Torre
131174374,Centros De Educación Técnico Productiva (CETPRO) Victor Raul Haya De La Torre
131266360,Centros De Educación Técnico Productiva (CETPRO) Victor Raul Haya De La Torre
131549583,Centros De Educación Técnico Productiva (CETPRO) Vilcabamba
130880344,Centros De Educación Técnico Productiva (CETPRO) Villa Del Norte
130330001,Centros De Educación Técnico Productiva (CETPRO) Villa Jardin
131389469,Centros De Educación Técnico Productiva (CETPRO) Virgen Asunta
130481747,Centros De Educación Técnico Productiva (CETPRO) Virgen De Fatima
131600428,Centros De Educación Técnico Productiva (CETPRO) Virgen De Fatima
131624238,Centros De Educación Técnico Productiva (CETPRO) Virgen De La Merced
130543728,Centros De Educación Técnico Productiva (CETPRO) Virgen De La Puerta
130691089,Centros De Educación Técnico Productiva (CETPRO) Virgen De La Puerta
131165109,Centros De Educación Técnico Productiva (CETPRO) Virgen De La Puerta
130645747,Centros De Educación Técnico Productiva (CETPRO) Virgen De Las Mercedes
130643320,Centros De Educación Técnico Productiva (CETPRO) Virgen Del Carmen
131137744,Centros De Educación Técnico Productiva (CETPRO) Virgen Del Carmen
131444231,Centros De Educación Técnico Productiva (CETPRO) Virgen Del Perpetuo Socorro
130643411,Centros De Educación Técnico Productiva (CETPRO) Virgen Del Rosario
130533620,Centros De Educación Técnico Productiva (CETPRO) Vischongo
130775007,Centros De Educación Técnico Productiva (CETPRO) Vista Alegre De Villa
131362573,Centros De Educación Técnico Productiva (CETPRO) Wilfredo Barzola Palomino
130643445,Centros De Educación Técnico Productiva (CETPRO) Yachayhuasi
131156280,Centros De Educación Técnico Productiva (CETPRO) Yachayhuasi
130428003,Centros De Educación Técnico Productiva (CETPRO) Yanahuanca
130574285,Centros De Educación Técnico Productiva (CETPRO) Yanashi
130921072,Centros De Educación Técnico Productiva (CETPRO) Yauyos
130783167,Centros De Educación Técnico Productiva (CETPRO) Yayantsi
130520908,Centros De Educación Técnico Productiva (CETPRO) Yungay
131636646,Centros De Educación Técnico Productiva (CETPRO) Yunguyo
130730317,Centros De Educación Técnico Productiva (CETPRO) Yurimaguas
131158906,Centros De Educación Técnico Productiva (CETPRO) Zaña
131155506,Centros De Educación Técnico Productiva (CETPRO) Zepita
170209858,Educación Superior Artística - ESFA Acad.Musica Y Danzas
171114776,Educación Superior Artística - ESFA Arte Dramatico Guillermo Ugarte Chamorro
170326108,Educación Superior Artística - ESFA Bellas Artes Del Peru
171062439,Educación Superior Artística - ESFA Bellas Artes Diego Quispe Tito
171061894,Educación Superior Artística - ESFA Bellas Artes Diego Quispe Ttito - Calca
171061928,Educación Superior Artística - ESFA Bellas Artes Dqt Filial
170702829,Educación Superior Artística - ESFA Bellas Artes Macedonio De La Torre
170695528,Educación Superior Artística - ESFA Carlos Baca Flor
170394098,Educación Superior Artística - ESFA Carlos Valderrama
171637859,Educación Superior Artística - ESFA Chabuca Granda
170326124,Educación Superior Artística - ESFA Conservatorio Nacional De Musica
170673061,Educación Superior Artística - ESFA Daniel Alomia Robles
170699702,Educación Superior Artística - ESFA de Formacion Artistica
170817544,Educación Superior Artística - ESFA Eduardo Meza Saravia
171130210,Educación Superior Artística - ESFA Ernesto Lopez Mindreau
171345198,Educación Superior Artística - ESFA Escuela Nacional Superior Autonoma De Bellas Artes Del Peru
170768630,Educación Superior Artística - ESFA Escuela Superior De Formacion Artistica
170419960,Educación Superior Artística - ESFA Escuela Superior De Musica Condorcunca
170419978,Educación Superior Artística - ESFA Felipe Guaman Poma De Ayala
170925057,Educación Superior Artística - ESFA Formacion Artistica
171125723,Educación Superior Artística - ESFA Francisco Laso
170886549,Educación Superior Artística - ESFA Francisco Perez Anampa (Erm)
171187368,Educación Superior Artística - ESFA Ignacio Merino
171114693,Educación Superior Artística - ESFA Jose Maria Arguedas
170702605,Educación Superior Artística - ESFA Jose Maria Valle Riestra
170702837,Educación Superior Artística - ESFA Juliaca
170285973,Educación Superior Artística - ESFA Leandro Alviña
171148485,Educación Superior Artística - ESFA Lorenzo Lujan Darjon
170695536,Educación Superior Artística - ESFA Luis Dunker La Valle
170696005,Educación Superior Artística - ESFA Mario Urteaga Alvarado
171027564,Educación Superior Artística - ESFA Moho
170326132,Educación Superior Artística - ESFA Nacional De Ballet
171025584,Educación Superior Artística - ESFA Pilcuyo
170240135,Educación Superior Artística - ESFA Puno
170276352,Educación Superior Artística - ESFA Reg Bellas Artes
170679746,Educación Superior Artística - ESFA Servulo Gutierrez Alarcon
170685164,Educación Superior Artística - ESFA Victor Morey Peña
170394106,Educación Superior Artística - ESFA Virgilio Rodriguez Nache
181000001,Escuela Militar del Perú “Coronel Francisco Bolognesi”
181000002,Escuela Naval del Perú
181000003,"Escuela de Oficiales de la Fuerza Aérea del Perú  Capitán. FAP ""José Quiñones Gonzáles"""
181000004,Escuela de Oficiales de la Policía Nacional del Perú
182000001,Instituto de Educación Superior Tecnológico Naval - CITEN
182000002,Instituto de Educación Superior Tecnológico del Ejército
182000003,Instituto de Educación Superior Tecnológico Aeronáutico - Fuerza Aérea del Perú
182000004,Escuela Técnica Superior de la Policía Nacional del Perú
260000008,Pontificia Universidad Católica del Perú
260000087,Universidad Ada A. Byron S.A.C.
260000059,Universidad Alas Peruanas
260000039,Universidad Andina del Cusco
260000036,Universidad Andina Néstor Cáceres Velásquez
260000080,Universidad Antonio Ruíz de Montoya
260000096,Universidad Autónoma del Perú
260000115,Universidad Autónoma San Francisco
260000015,Universidad Católica de Santa María
260000074,Universidad Católica de Trujillo Benedicto XVI
260000053,Universidad Católica Los Ángeles de Chimbote
260000062,Universidad Católica San Pablo
260000069,Universidad Católica Santo Toribio de Mogrovejo
260000071,Universidad Católica Sedes Sapientiae
260000111,Universidad Ciencias de la Salud
260000050,Universidad Científica del Perú
260000068,Universidad Científica del Sur
260000067,Universidad Continental
260000112,Universidad de Ayacucho Federico Froebel
260000108,Universidad de Ciencias y Artes de América Latina
260000097,Universidad de Ciencias y Humanidades
260000047,Universidad de Huánuco
260000132,Universidad de Ingeniería y Tecnología
260000137,Universidad de la Amazonía Mario Peláez Bazán
260000107,Universidad de Lambayeque
260000018,Universidad de Lima
260000029,Universidad de Piura
260000019,Universidad de San Martín de Porres
260000017,Universidad del Pacífico
260000079,Universidad ESAN
260000020,Universidad Femenina del Sagrado Corazón
260000144,Universidad Global del Cusco
260000024,Universidad Inca Garcilaso de la Vega
260000117,Universidad Interamericana para el Desarrollo
260000100,Universidad Jaime Bausate y Meza 1/
260000048,Universidad José Carlos Mariátegui
260000133,Universidad La Salle
260000134,Universidad Latinoamericana CIMA
260000104,Universidad Le Cordon Bleu
260000136,Universidad María Auxiliadora
260000141,Universidad Maritima del Perú
260000064,"Asociación Universidad Privada ""San Juan Bautista"""
260000046,Universidad P. Antenor Orrego
260000043,Universidad P. de Tacna
260000082,Universidad para el Desarrollo Andino
260000070,Universidad Particular Antonio Guillermo Urrelo
260000103,Universidad Particular Arzobispo Loayza
260000135,Universidad Particular Autónoma del Sur
260000052,Universidad Particular César Vallejo
260000044,Universidad Particular de Chiclayo
260000105,"Universidad Particular de Huancayo ""Franklin Roosevelt"""
260000063,Universidad Particular de Ica
260000110,Universidad Particular de la Selva Peruana
260000086,Universidad Particular de Pucallpa S.A.C.
260000090,Universidad Particular de Trujillo
260000055,Universidad Particular del Norte
260000099,Universidad Particular Juan Mejía Baca
260000118,Universidad Particular Juan Pablo II
260000119,Universidad Particular Leonardo Da Vinci
260000142,Universidad Particular Líder Peruana
260000049,Universidad Particular Marcelino Champagnat
260000061,Universidad Particular Norbert Wiener
260000143,Universidad Particular Peruano Alemana
260000091,Universidad Particular San Carlos
260000057,Universidad Particular San Ignacio de Loyola
260000072,Universidad Particular Señor de Sipán S.A.C.
260000085,Universidad Particular Sergio Bernales S.A.C.
260000146,Universidad Particular SISE
260000083,Universidad Particular Telesup S.A.C.
260000114,Universidad Peruana Austral del Cusco
260000014,Universidad Peruana Cayetano Heredia
260000109,Universidad Peruana de Arte Orval
260000054,Universidad Peruana de Ciencias Aplicadas
260000081,Universidad Peruana de Ciencias e Informática
260000093,Universidad Peruana de Integración Global
260000113,Universidad Peruana de Investigación y Negocios
260000078,Universidad Peruana de las Américas S.A.C.
260000102,Universidad Peruana del Centro
260000094,Universidad Peruana del Oriente S.A.C.
260000037,Universidad Peruana Los Andes
260000092,Universidad Peruana Simón Bolivar
260000038,Universidad Peruana Unión
260000030,Universidad Ricardo Palma
260000116,Universidad San Andrés
260000045,Universidad San Pedro
260000140,Universidad Santo Domingo de Guzmán
260000145,Universidad Santo Tomás de Aquino
260000040,Universidad Tecnológica de los Andes
260000065,Universidad Tecnológica del Perú
